barcode,gene_name,1h_vs_0h,2h_vs_0h,4h_vs_0h,6h_vs_0h,8h_vs_0h,10h_vs_0h,12h_vs_0h,16h_vs_0h,24h_vs_0h,48h_vs_0h,go_category,go_description,tsne_0,tsne_1
WBGene00018966,F56D2.5,1.9761361562223207,3.0069292929865306,1.50383146798195,1.4581214439527699,0.8076489986829216,0.9803149322806988,1.0604570848880606,0.6181918543166809,0.3378923642070717,-0.4420432288050913,BP,immune system process,-24.204397,-51.965121999999994
WBGene00007962,C35D6.5,3.1064995876370904,3.9330241950759497,2.6345182637350195,1.2454761685865403,-0.668793587516995,-0.7842707390410082,-1.494763882652621,-1.6322672550526596,-0.8249127077067175,-0.8667328101065408,not labeled,not labeled,31.961376,-29.446753
WBGene00015695,ugt-26,1.6051391096644299,2.024774772177759,0.14133284479151875,-0.22528400695777417,-0.6671356468614658,-0.620199938657854,-0.5687320038298163,-0.6511688706161056,-0.784142804045926,-1.0057891498012097,MF,"transferase activity, transferring glycosyl groups",31.509520000000002,-27.595865000000003
WBGene00000373,cyp-14A5,1.9305011459531691,2.18743179274335,1.5104843889054695,1.49948327463202,1.0316741797164397,0.8130624127184802,1.0083821234098895,1.1729465750695898,0.4665468631981504,0.7116050595688073,MF,oxidoreductase activity,-25.8846,-52.395759999999996
WBGene00008726,F13A7.11,1.4216454616908702,3.6395504724139,2.474899774223198,2.8927937016662497,1.8438700815525504,1.70032351595429,1.651044312921119,2.1106949972971094,1.01954728278616,-1.1116973759988902,BP,immune system process,-26.0732,-55.440327
WBGene00008476,E03H4.8,1.4825791417535292,2.2262438107091906,0.6410921410169639,0.3791924452622588,-0.18784815359747498,-0.20406978231925432,-0.2945307335689087,-0.06888528664629945,-0.6833921294929564,-0.7150061834787937,BP,transport,30.266132,-27.935121999999996
WBGene00012101,zip-10,2.10374796859867,3.871445934164811,3.5036165399187897,3.7478395891665297,2.76702284815671,2.6275659325051492,2.886498817692079,3.5235618985078805,3.8266598855933402,0.8395355289440953,BP,immune system process,-30.322896999999998,-63.24609399999999
WBGene00021601,Y46H3A.5,3.1415245095304094,4.45828050145108,3.8553601697018696,3.403124047483681,1.7216988869094791,0.948469850984651,0.9872890937966687,2.1096245005997503,0.3959289790142737,-0.4753374653482334,BP,lipid metabolic process,-25.301344,-54.624843999999996
WBGene00003648,nhr-58,1.5949614697423407,1.95134993094317,0.42040278459725755,0.0589798547104845,-0.5541184598819759,-0.5925072746153841,-0.5259826495485811,-0.2764265694248751,-0.8471369904718191,-1.0282250211498098,MF,ion binding,31.363084999999998,-27.648272
WBGene00009230,oac-18,3.5913064770426697,5.2365658548339,3.657661795158191,3.0660891159747194,0.11334209203965884,-0.8802602849902552,-0.9861934768273981,-1.11547648668913,-2.6129758821083504,-2.9455512361515197,not labeled,not labeled,32.21237,-29.720084999999997
WBGene00021709,ugt-29,1.2949810260945611,1.8965469246292894,0.6553638737743661,0.5562728019094827,0.17686340242096676,0.1791964938703181,0.08386513169926602,0.17952949404250163,-0.0343423063340591,-0.2929041702333137,MF,"transferase activity, transferring glycosyl groups",28.126209999999997,-28.106106
WBGene00002026,hsp-70,2.162702524890321,3.7851860850762105,4.839699147669709,6.03305155782162,6.21938595155226,6.524618298624409,6.716173756258099,7.254683310906419,7.9441270999639,5.06269797699157,BP,response to stress,-29.760574,-66.7724
WBGene00000562,cng-1,1.6643521750132209,2.1703435319525894,0.9848535520637807,0.7452290307508846,-0.23247228654031016,-0.24135041804977142,-0.21487823466010436,-0.0037715983855282076,-0.42132908905312494,-0.03816859108638759,MF,transmembrane transporter activity,29.790312,-28.578037
WBGene00007366,C06B3.7,1.6103776914940493,3.0174154162383804,1.5671902386847307,1.6914707710028907,1.1492656577326894,1.1157402929783995,0.9706444664795537,1.3848094964267599,0.6925291192477587,-2.213304249796699,not labeled,not labeled,-24.537989000000003,-50.60163
WBGene00009642,F42G4.5,-1.3819165335896004,-1.2605464207433297,-1.6432109143391394,-1.4212249908875005,-1.5513469887486382,-1.6271755163253108,-1.77418449238787,-1.1587328169934707,-1.6384760951456805,-2.0873108497971806,not labeled,not labeled,71.90654,-17.907446
WBGene00021464,ugt-31,1.6139533365527896,2.24872215859061,0.3792506815244696,0.2798658222255028,0.12358509010754837,0.16702441533543855,-0.04886215315865439,0.09431020389849287,-0.19205678248336522,-0.29776619901982837,MF,"transferase activity, transferring glycosyl groups",29.05995,-28.212183000000003
WBGene00008205,sams-1,-1.27143314541076,-1.4538847672318607,-1.1766558725523302,-0.8222355149673639,-0.4413960436358204,-0.30506765852184614,-0.21599038690005745,-0.38576915209470375,-0.040348397653385604,0.08069168925353054,BP,sulfur compound metabolic process,56.470123,2.3655388
WBGene00007506,C10C5.2,1.7191909487656005,3.3834103922575807,1.708720348178721,1.6141089492445602,0.5947436545688092,0.288167847489726,0.21818035737291197,0.2515389200309439,-0.513171618913491,-1.7402404183150892,BP,immune system process,-23.652012,-51.1087
WBGene00009428,F35E12.4,2.2205003954800695,4.183100129081719,3.0455968378151006,3.1220798134387397,1.4509843024032296,1.1506790307791501,1.421640351599919,0.9460613770902775,0.48920374739098094,0.13870651687420477,not labeled,not labeled,-25.248238,-54.378723
WBGene00016066,acd-2,-1.41446566044808,0.09701769438290775,-0.9544106061649726,-0.9362424029857772,-1.06491011738758,-1.1404225260674412,-0.9914480088773372,-0.898978036166219,-1.1012520163615598,-0.6100533348945714,MF,transmembrane transporter activity,62.662406999999995,-9.453027
WBGene00007288,C04A11.5,2.970455602300941,3.3297052910308693,2.6234365312159795,2.1480985784605604,0.8129146598625141,1.1480987449489692,1.314108671072649,1.1480987555573101,0.2824000523046273,0.3755094582940135,not labeled,not labeled,-24.668367,-53.268269999999994
WBGene00011733,T12D8.5,1.0305695913451203,1.0010743128928894,0.4358421865000697,0.4190619417918455,0.13040338517450145,0.33551190965331834,0.2036183460444061,0.9278365235894164,1.2447851425896896,-1.0265715426240192,not labeled,not labeled,-29.50943,-33.440807
WBGene00011676,cyp-13A2,-1.3052283259114406,-1.1693574419003108,-2.5227675651611507,-2.2160506437748193,-2.20763849227359,-2.124128149704301,-2.2076385218836005,-2.5544182734481904,-1.8153210664388002,-1.6943239620440895,MF,oxidoreductase activity,73.56713,-18.805723
WBGene00021893,ndnf-1,-1.0866480742003901,-0.3736953178196414,-1.1131971749595788,-0.8603049992839056,-1.2836510714492801,-1.04300930719491,-0.8817671773719793,-1.3402980195898708,-1.0714978686688106,-1.0389850318647982,not labeled,not labeled,66.13499,-13.714265
WBGene00004183,prk-2,1.0647223442414901,1.6699163162667006,0.24629415511497932,-0.04846602615072637,-0.3833614156905636,-0.4264300964482528,-0.4510396354584989,-0.3686348472058656,-0.5198784479061276,-0.6949651519309148,MF,ion binding,31.212364,-27.2543
WBGene00010681,mak-1,0.74646445449428,1.2775752276678798,0.7553322256911184,0.9019560585589055,0.4982686266097609,0.541029447650283,0.4372248865342332,0.5636971909973312,0.48614723115708003,0.2596343077008907,MF,ion binding,-24.530853,-35.972702000000005
WBGene00016788,C49G7.10,1.03090930378481,2.7433935891062298,1.1185791348104601,1.3189391669952109,0.43289815030924217,0.2062669544264928,0.14056699334035017,1.2441101669214696,0.9447657341510229,-1.5338976659771886,BP,immune system process,26.819034999999996,-32.280663
WBGene00008922,F17C11.11,0.7541930008297619,1.61417111009572,0.9905483401810891,1.1438325381950385,0.5611055336307249,0.4488017189895217,0.3777869130922227,0.7810936421986838,0.7107422900521492,-0.08500464763456339,not labeled,not labeled,-24.411404,-36.921473999999996
WBGene00009504,F37B12.1,-1.1589390272138198,-0.5097622126891102,-0.7526187327949891,-0.5836655263668593,-0.539625000613384,-0.5547913665655502,-0.6351251444422381,-0.42197330313771175,-0.0195930966197988,-0.7287719449650467,not labeled,not labeled,55.196999999999996,-0.03829942
WBGene00013844,fbxa-50,2.3846638402878,2.6951453939612904,2.1775381917641,2.0057136759403704,1.4656636545864803,1.473931277428509,1.54628211432847,0.5773091621019137,0.5305149386579107,-0.3923169361882719,not labeled,not labeled,-25.019089,-52.330727
WBGene00011799,T16G1.5,1.75225730632628,3.324291084530561,1.2590873173314296,0.7416881485416233,0.3266506853190432,0.6691756950967029,0.5849626594669317,0.5368684572693816,0.29808156198772373,0.03504721559644608,not labeled,not labeled,-22.895529,-52.000454
WBGene00012588,lips-16,-1.4279763602539886,-0.8619109077291247,-1.287718501797979,-1.0458034663964195,-1.22992590107373,-1.222392220019362,-1.3895022443107203,-1.3769020325380197,-1.4542079027496104,-0.4831741828652367,not labeled,not labeled,69.93394,-13.964045
WBGene00021492,comt-5,1.4981921035786705,2.0296117082996012,2.5075754787253395,3.02635133160949,2.8467036039885496,2.940621446236751,3.0058056260523696,2.4196010624610302,2.0506261347655794,1.9458080240787794,MF,methyltransferase activity,-31.216476,-61.57824300000001
WBGene00018946,F56C3.9,1.5348537205893305,2.2760122994818897,1.7898675591340414,1.9625825399232895,1.2396705169323408,1.1757074862302606,1.3079552913154693,0.6964230987887046,0.47670977426201233,-0.45617584877430595,not labeled,not labeled,-25.186327,-51.870670000000004
WBGene00022326,fbxa-14,-1.2703362047307296,0.423069140173169,-0.03832259547699479,0.34251072728964616,-0.24189950603589594,-0.5205883959175424,-0.7439857826961251,-0.6139657720174947,-0.9183160238667929,-0.8460371124998067,not labeled,not labeled,56.67295,-19.264196
WBGene00016052,dod-3,1.1758377175580392,1.7526900767643898,0.3301826307472453,-0.22731019079279857,-1.0138628854130598,-0.9966477235717157,-1.006352764775059,-0.9650034677386206,-0.8624623712862833,-2.9548486899150097,not labeled,not labeled,43.067215000000004,-24.270868
WBGene00001477,fmo-2,1.86893629729855,2.8710135454065195,3.0758027941663393,3.6875321333708815,3.363834896522409,3.5215797059127407,3.2423216371769197,1.9379390859762005,2.39304041007016,1.881355560432361,MF,oxidoreductase activity,-30.256566999999997,-62.18317
WBGene00003633,nhr-43,-1.58007174883494,-1.1522749863776598,-0.7345180421458748,-0.576414736229907,-0.09359917633778725,0.2345879152348811,0.3409082895326794,0.41258650015193865,0.7300910879422151,1.8367952395097795,MF,ion binding,-61.00147,1.4206258999999999
WBGene00019830,hrg-1,1.0069949941701193,1.2584988562779102,0.7922507563958678,0.7463574337906298,0.38033107798850274,0.172455475842888,0.08136624755239197,-0.3107958047686541,0.24173290661530444,-0.43622774923953944,MF,transmembrane transporter activity,25.8313,-27.122383000000003
WBGene00219590,linc-72,1.7177362168283103,1.6632296320024196,1.0518390979097099,0.9172424951240092,-0.10421039546078603,-0.37049077764792937,-0.3704906185578132,-0.09881743376788155,-0.6973005292220238,-2.0774436115638,not labeled,not labeled,33.2239,-26.263529
WBGene00000136,amt-4,-0.8730854064099196,-0.923285734547826,-1.1777465415450408,-1.0582513464863297,-1.0346064531386796,-1.053118618804179,-1.2841540402502893,-1.2433701266988502,-1.0792832559284804,-1.2826967788925598,MF,transmembrane transporter activity,67.65201,-14.41985
WBGene00023423,F43C1.7,1.6326290029836805,3.4108374634782415,1.5961031316781007,1.4441000711240193,0.7831887534431061,0.8652898356162257,1.0221959046149696,0.7503241344499756,0.09729746201596612,-0.5354934995804097,not labeled,not labeled,-24.005535000000002,-51.899384000000005
WBGene00007989,fipr-22,1.2073997910813699,2.19812205687872,1.3612513210493997,1.8100644254124205,1.13253369328719,1.3171746892124094,1.3445296907839008,1.5983465455215988,1.3085788378630898,0.8448299795920136,BP,immune system process,-36.354324,-56.412983
WBGene00010759,cysl-2,0.6951191843677691,1.0935353362218798,0.9212525804671046,1.06605264594487,0.9100005023685842,0.9443100129101616,0.6832017447399323,0.9401239406782107,0.7589615075409526,0.9826925131973141,BP,sulfur compound metabolic process,-35.68813,-40.502243
WBGene00019234,ugt-8,1.3198686750021196,1.8843513480850707,2.4626088486464894,3.07786717136662,2.5548078351294308,2.89711618859633,3.100838550549181,2.0520448812509198,1.9922617940682805,1.1522092339808019,MF,"transferase activity, transferring glycosyl groups",-31.253434999999996,-61.177048
WBGene00015692,ugt-25,1.0617045398042606,1.342311584327831,1.1696357806893207,1.5230411478354497,1.0273530785282894,1.10522131531647,1.0671854299302996,0.21275904740935125,0.11319135515063827,-0.261471712528774,MF,"transferase activity, transferring glycosyl groups",-26.196085,-43.256572999999996
WBGene00011263,R13H4.5,0.82762737194202,1.304814135792551,1.2874946721382,1.5223780687103794,1.1524284305075305,1.0303028729168808,0.8034610772360935,1.15625013335565,0.8285857166895987,0.165381193890763,not labeled,not labeled,-33.172657,-44.329807
WBGene00017687,ets-4,-0.9222868479191284,-0.9524310356551604,-0.7996941722703612,-0.48690665475731176,-0.03610269324575022,0.37147746347662647,0.20393277129582366,0.4836919829298214,0.9083945897815191,-0.7506854765140512,MF,DNA-binding transcription factor activity,13.342862,18.261309
WBGene00014206,nit-1,0.8804554774791757,1.4227030418376696,1.4210238490311706,1.8624215844095708,1.44049375089336,1.5095405554251506,1.3887423973342603,1.6394103797366704,1.1992847148455699,0.9635511523978906,MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",-36.297832,-55.929469999999995
WBGene00000558,cnc-4,1.1229088606589102,2.080147439085149,1.8992804575806197,2.3144318550282694,1.9677813341049895,2.1154772709918497,2.1310783812166605,2.22566602999383,1.8369090947131692,1.3290475905496493,BP,immune system process,-32.748016,-59.84565
WBGene00219709,linc-37,1.883043890667249,2.15672551287785,1.3076675056002305,0.5928248334470752,0.04654291040777281,0.23918793801593452,-0.0480939597111103,0.2590875238315977,-0.31602703538980936,-2.2302963240838505,not labeled,not labeled,33.140625,-26.55306
WBGene00011185,R10D12.1,-0.9198116994020822,-0.46174215443511013,-0.8001166129518733,-0.3995089899747004,-0.45992629090290116,-0.30113403360100044,-0.462650977442709,-0.617991000381453,-0.3642672117272596,0.027443578638255417,BP,transmembrane transport,56.500890000000005,2.9795287
WBGene00045305,ZC250.4,0.9385995420496354,1.8087756540569497,1.9929351370671604,2.317443890224741,2.2611331242393504,2.2988606211724605,2.253676418833301,2.22859766896803,2.4369460891239605,1.95494511992481,not labeled,not labeled,-33.128246000000004,-60.48935
WBGene00022330,fbxa-80,-1.1537558882794796,0.6200096289473258,-0.25125709757594894,-0.005924588051470003,-0.7212837337859028,-1.1105581275315695,-1.0769077816393606,-1.1892701272562203,-1.35582828924385,-1.4124117249189299,not labeled,not labeled,57.575993000000004,-19.760702
WBGene00010661,tyr-2,0.6883759345929406,1.1339145310882799,1.107605414635831,1.5428619414623803,1.57149871115665,1.6610105733313905,1.5647193258832406,1.2220611269478798,1.2047232430220998,0.8828790374738062,MF,oxidoreductase activity,-36.320904,-55.318630000000006
WBGene00006603,tps-2,0.8079862734557057,1.4471022071039101,0.5510761214283519,0.6228630025381356,0.09161104780559803,0.20160420706682913,0.23152582804474164,0.3881725651929404,0.6145478578714005,-0.2540850181172196,BP,response to stress,25.612268,-28.037699
WBGene00000188,arl-3,0.9973746130287502,1.557599526752881,1.23767506562276,1.3540932219898103,0.4436067926072518,0.6747894921202278,0.8882342264832896,1.5260689075055804,1.9458803736882295,-0.87928592638736,MF,ion binding,-31.410757,-47.41509
WBGene00012961,Y47H10A.5,0.8964399787307595,2.3850212044570007,2.4237238395368603,2.6644670712854097,1.3155319598813904,1.06886936116973,1.0016787529580604,1.6398872969184808,1.2163820747512002,-0.2687557965750029,not labeled,not labeled,-29.05576,-48.881855
WBGene00019718,M01H9.2,1.4337567817405397,1.2958546923980805,0.9111908829149531,0.8881073042049525,0.48849982666199665,0.3851221230349555,0.30895041210422036,0.33479051132825965,0.4961533977119785,-0.03266593293651798,not labeled,not labeled,-23.090027,-36.51695
WBGene00002016,hsp-16.2,1.8534513958981496,3.99999992765766,5.234490760730111,6.35655152730134,6.36830779953444,6.598897733274644,6.723427675517732,7.653088933329952,7.986035004665702,6.46092100145632,BP,response to stress,-29.751115999999996,-66.79213
WBGene00013845,fbxa-37,0.869213458973066,2.0332762310431907,0.8586442347683665,0.8202520568685756,0.3191776125821928,0.34320492739008657,0.17571487385305673,0.21649194770280467,-0.18442435971175186,-0.9863248807333171,not labeled,not labeled,27.473957000000002,-28.16832
WBGene00007521,C11E4.7,-0.7882037294692017,-0.842864879783586,-0.8218868261203056,-0.5052696961101564,-0.4931588903080142,-0.505269724419307,-0.5626440198501932,-0.5753546725895404,-0.40259567742818536,0.39888182961122,not labeled,not labeled,56.420044,3.0084044999999997
WBGene00010740,K10D3.6,-0.9412515350155068,-0.45682193822872286,-0.11532569712048613,0.1622329958122073,0.017159138041963118,0.19355343393927527,0.12189241661754835,-0.3201119910056285,-0.738177296608824,-1.1055179542913196,not labeled,not labeled,30.691813,3.0958207000000004
WBGene00012462,Y17G7B.8,-0.6918364615526,-0.10083570894866867,-0.20307933842533732,-0.06289017469302838,-0.4703086443766189,-0.8050822866812544,-0.9188464286065692,-0.6030013303602111,-1.22542787196637,-1.1835004027563887,BP,immune system process,57.035362,-17.008770000000002
WBGene00003163,mdl-1,-0.9883797374348111,-0.883092610569296,-0.7699711786469985,-0.5896182756386912,-0.7859126873368227,-0.8283338586014208,-0.8436281959606271,-0.8036223286636099,-0.9445665768293932,-0.7982231951715901,MF,DNA binding,60.073277000000004,-4.902976
WBGene00009042,F22B5.4,1.74035624925469,2.381771962634801,2.171809672590081,2.216317927523029,1.9699874747026698,2.012673870256201,1.9914885426424895,2.1642562913977805,1.1528516417792396,1.6185151372928903,not labeled,not labeled,-32.385372,-59.263709999999996
WBGene00022331,fbxa-19,-1.15572541180435,0.564479809737545,-0.2673708226838061,-0.013843452980712101,-0.4623867794810419,-0.7863501836808355,-0.8956173493461677,-0.8919602963048918,-1.0258160858242897,-1.1557253709925996,not labeled,not labeled,56.96544300000001,-19.318045
WBGene00013602,Y87G2A.16,1.2839385994317496,1.8921440784073198,0.2872821464622284,0.20482002966227597,-0.726138238085487,-0.3178582048921452,-0.5250907840251582,0.27386164297918647,-0.6221152334313187,-0.4341822849895278,BP,response to stress,30.855476,-27.591478000000002
WBGene00016783,irg-2,0.9745293927004095,3.301221812372951,0.9927685367162535,0.8399597571732134,-0.2731686223433716,-0.15601597011910062,0.3015878627342232,1.49825103071489,1.1984944095851606,-1.37706933045492,BP,immune system process,26.87487,-32.41277
WBGene00008436,DH11.2,-0.6201963010390781,-0.621119025783587,-0.9374620559770461,-0.8031225464937126,-1.0099360338452197,-0.9274402787935996,-1.00661639732711,-1.1152019247430003,-1.1338472932996204,-0.7919095457690908,not labeled,not labeled,63.48489,-11.755446000000001
WBGene00013901,ugt-16,0.9465354337885454,2.031284629957039,2.1019561310032504,2.1889394531457302,2.0836580146519506,2.09188941475,2.03391614801148,1.9548908083544099,2.29475795919665,1.0279886560006197,MF,"transferase activity, transferring glycosyl groups",-32.665936,-59.99981700000001
WBGene00015597,fbxa-162,1.5265458914930594,1.9652346254050208,1.3081223974407497,0.991387024115113,-0.12553059272195188,-0.9328852504048992,-0.5096739879414303,-0.2630340347043889,-1.2223917955115695,-1.6918768401580397,not labeled,not labeled,33.175884,-26.36833
WBGene00003124,mai-1,0.6836468423250679,1.202466338562271,1.1556690675785397,1.3931684435165614,1.0867117210628408,1.1568147920650702,1.1105584614890596,0.991998449662173,1.1430062325662007,0.46660990796839563,BP,cofactor metabolic process,-34.499629999999996,-44.485146
WBGene00008965,mltn-10,-1.4491303844933299,-1.2285312604458802,-1.9195809216968103,-1.4872653929126285,-1.3288361198335599,-1.2833930874359698,-1.39980261936772,-1.461730170478221,-1.52643609614913,-0.33461858176346215,not labeled,not labeled,70.082886,-13.984192000000002
WBGene00022743,mlt-7,-0.782643038365336,-0.3650854959558627,-0.796157824256472,-0.5913295788076418,-0.5265378844309012,-0.23056061520265114,-0.2657736498910257,-0.7115595235169332,-0.3521352303469856,0.44502437145279394,BP,response to stress,56.714123,3.4899907
WBGene00016004,C18H9.6,0.6885584929892126,1.5949131954337208,0.9171092552163795,0.9120628947045084,0.19595573198507665,0.10347049600373914,-0.021820632148388697,-0.03378812420101163,-0.11256212626975692,-0.2708273382017472,not labeled,not labeled,26.37957,-26.849690000000002
WBGene00021491,comt-4,1.746243458765619,2.9556967065692987,3.023083560992081,3.392317305321491,3.3586865444191307,2.9284466535347207,3.20315053608452,2.97061614683194,3.185354976455649,1.7182290864291598,MF,methyltransferase activity,-30.469955,-62.986332
WBGene00017964,F31F7.1,-0.6232398672316588,-0.7003529899458991,-1.33326422682015,-1.44032483344197,-1.7531123835101798,-1.6431269612431203,-1.7764692515425793,-2.098594896502699,-2.0399390181719106,-1.7533069826624628,BP,immune system process,71.560936,-19.348328
WBGene00001480,fmo-5,0.6046377385489485,1.24908467370415,0.93784651761041,1.1778584443313402,1.1356732324491503,1.3459667345119009,1.4067074710994998,1.4778193937044097,1.9232384424115985,0.22926175688218642,MF,oxidoreductase activity,-37.128640000000004,-48.81395
WBGene00019444,frpr-11,-0.8086896104463293,0.35603274110060745,-0.6055662188599102,-0.26695313832382084,-0.7181141325736222,-0.7901138513193011,-0.8243542002361632,-0.7417169420424035,-0.9665904310707072,-1.0785953758719886,BP,signal transduction,57.14325,-14.940776000000001
WBGene00007368,C06B8.2,0.824114987997465,1.66876344802961,0.8539062194489997,0.8517985804871682,0.1954973110651288,0.16186657503739177,-0.09032049461629565,0.4083607104960407,-0.07019889168065951,-0.05825920107646354,not labeled,not labeled,26.629403999999997,-27.609344
WBGene00009433,F35E12.9,0.7865119648628163,2.2367676205091698,1.0022406761880198,0.9275801752930732,-0.16516777034212815,-0.3591784401980638,-0.45244123234209255,0.20648090563230248,-0.8138721639743647,-0.9720199316027625,BP,immune system process,29.433825,-27.469233000000003
WBGene00045507,F10A3.17,0.6018363795551718,1.4096933555998792,0.44681231864349513,0.44182283729975147,0.037810495903269015,-0.009731416360446055,0.01495545664257314,0.00870280366036802,-0.16853137044562683,-0.3562794658897426,not labeled,not labeled,25.90653,-24.35071
WBGene00000972,dhs-8,1.2251197288820705,1.99041399897248,2.265421035066721,2.5897317652308995,2.7302620702404816,2.899867066723518,2.94894734278655,2.8947374650565685,2.3559198971447604,1.885716629175091,MF,oxidoreductase activity,-31.679215999999997,-61.733315000000005
WBGene00022584,ZC266.1,-0.680546576397739,-0.5925906850621692,-0.668403900793141,-0.466342874193443,-0.5522873017383372,-0.5063092164460787,-0.60483225547065,-0.7556305442699438,-0.501589095955266,-0.6653840289400996,CC,plasma membrane,55.58776999999999,-0.776867
WBGene00010796,clip-1,-0.5991124545622819,-0.2898835448298067,-0.6637568327936751,-0.5510938906586276,-0.6487843030237981,-0.49598341802227264,-0.5196229209760368,-0.24054516256241154,-0.4798053482330209,-0.10045677334492442,CC,nuclear envelope,54.491688,3.4912867999999997
WBGene00002012,hsp-12.3,0.8264120412020883,1.43002339997612,1.2228842867881209,1.3619961983391295,1.0917100344975204,1.0573779707029107,1.0787272985781602,0.9791916352248524,1.0524060034597706,0.5769060513547952,not labeled,not labeled,-34.260914,-44.474743
WBGene00022252,Y73B6BL.31,0.6620126597999025,1.1137367868187305,1.10026417828227,1.3061642009582801,1.2084345193900603,1.1801067234801401,1.0287318117725892,1.0896781671898808,1.169087356096469,0.7544967328538696,not labeled,not labeled,-35.352509999999995,-44.42931
WBGene00010251,sta-2,-0.7300161872255471,0.21081624074104433,-0.7264348023447171,-0.40022068406329314,-0.46042269413693404,-0.11703929529422918,-0.3233699658013762,0.18315584314911781,-0.7372056544882479,-1.2948007638910504,BP,immune system process,46.226603999999995,-7.7694410000000005
WBGene00007439,C08E8.3,1.8519013681918395,3.2790724886287403,3.509726621791909,4.2349048327290895,3.6648156111220693,3.9598603776792007,3.8832390004773796,4.4879376138112494,5.1796660698569195,1.7404800979047792,not labeled,not labeled,-30.314276,-64.64795
WBGene00001767,gst-19,1.75702328247913,2.2570106009614506,2.0976107957004295,2.2387868141325296,2.2690331264826202,2.37295205578223,2.0496307713563606,1.4329594847844795,1.9486008586250705,0.6780721127020968,BP,sulfur compound metabolic process,-31.662209999999998,-59.357482999999995
WBGene00004025,phy-2,0.6113540631521364,0.8961973840400272,0.7464782169078994,0.8139983405879825,0.9603407178063765,0.9759406390113554,0.7599752805242446,0.8019547850028133,0.878499062785103,1.3312202135210693,MF,oxidoreductase activity,-47.732535999999996,-30.622846999999997
WBGene00219907,F19H8.7,1.4547952940610305,1.755516054410121,1.6780719859614202,1.6674247454703597,0.6991337214344391,0.9743135291691765,0.8290140919581788,1.4107881672709404,2.1528515136908606,-1.36499610948065,not labeled,not labeled,-31.285624,-47.406067
WBGene00019233,ugt-14,1.2642126885185618,2.03838113434972,2.472232916774651,2.77051813911174,2.2223924528671795,2.43871034324051,2.8647930471057705,1.98578618928628,1.82742060785543,1.2163180524464696,MF,"transferase activity, transferring glycosyl groups",-31.646906,-60.64143000000001
WBGene00019652,K11G9.1,1.0923319745008406,1.3994069270086893,0.6550887168578772,0.7810583530058963,0.5170585957353584,0.45187441125069583,0.601450737112863,0.3119441885756995,0.008267839972395663,0.1569695549160386,not labeled,not labeled,-22.925888,-35.998653000000004
