barcode,gene_name,1h_vs_0h,2h_vs_0h,4h_vs_0h,6h_vs_0h,8h_vs_0h,10h_vs_0h,12h_vs_0h,16h_vs_0h,24h_vs_0h,48h_vs_0h,go_category,go_description,tsne_0,tsne_1
WBGene00008726,F13A7.11,0.5888528413556794,0.7274719045258687,0.6546812358889499,0.6807996063541406,0.6152418800970344,0.6062702197471431,0.6031902695575699,0.6319184373310693,0.563721705174135,0.43051891400006936,BP,immune system process,-26.0732,-55.440327
WBGene00008476,E03H4.8,0.5926611963595956,0.6391402381693244,0.5400682588135602,0.5236995278288912,0.4882594904001578,0.4872456386050466,0.4815918291519432,0.4956946695846063,0.4572879919066902,0.4553121135325754,BP,transport,30.266132,-27.935122
WBGene00012101,zip-10,0.6314842480374169,0.7419653708853007,0.7189760337449244,0.7342399743229081,0.6729389280097944,0.6642228707815718,0.6804061761057549,0.7202226186567425,0.7391662428495838,0.552470970559006,BP,immune system process,-30.322897,-63.246094
WBGene00021601,Y46H3A.5,0.6963452818456506,0.7786425313406925,0.7409600106063668,0.7126952529677301,0.6076061804318424,0.5592793656865407,0.5617055683622918,0.6318515312874844,0.5247455611883921,0.4702914084157354,BP,lipid metabolic process,-25.301344,-54.624844
WBGene00003648,nhr-58,0.5996850918588963,0.6219593706839481,0.5262751740373286,0.5036862409194053,0.4653675962573765,0.4629682953365385,0.4671260844032137,0.4827233394109453,0.4470539380955113,0.4357359361781369,MF,ion binding,31.363085,-27.648272
WBGene00009230,oac-18,0.7244566548151669,0.8272853659271188,0.7286038621973869,0.69163056974842,0.5070838807524787,0.44498373218810905,0.4383629076982876,0.4302827195819294,0.3366890073682281,0.31590304774053,not labeled,not labeled,32.21237,-29.720085
WBGene00021709,ugt-29,0.5809363141309101,0.6185341827893306,0.5409602421108979,0.5347670501193427,0.5110539626513104,0.5111997808668949,0.5052415707312041,0.5112205933776564,0.4978536058541213,0.4816934893604179,MF,"transferase activity, transferring glycosyl groups",28.12621,-28.106106
WBGene00002026,hsp-70,0.635168907805645,0.7365741303172632,0.8024811967293568,0.8770657223638513,0.8887116219720163,0.9077886436640256,0.9197608597661312,0.9534177069316512,0.9965079437477438,0.8164186235619731,BP,response to stress,-29.760574,-66.7724
WBGene00000562,cng-1,0.6040220109383263,0.6356464707470368,0.5615533470039863,0.5465768144219303,0.4854704820912306,0.4849155988718893,0.4865701103337435,0.4997642751009045,0.4736669319341797,0.4976144630571008,MF,transmembrane transporter activity,29.790312,-28.578037
WBGene00007366,C06B3.7,0.6006486057183781,0.6885884635148988,0.5979493899177957,0.6057169231876807,0.5718291036082931,0.56973376831115,0.5606652791549721,0.5865505935266725,0.5432830699529849,0.3616684843877063,not labeled,not labeled,-24.537989,-50.60163
WBGene00009642,F42G4.5,0.41363021665065003,0.4212158487035419,0.3972993178538038,0.4111734380695312,0.4030408132032101,0.3983015302296681,0.3891134692257581,0.4275791989379081,0.39759524405339497,0.3695430718876762,not labeled,not labeled,71.90654,-17.907446
WBGene00021464,ugt-31,0.6008720835345494,0.6405451349119131,0.5237031675952794,0.5174916138890939,0.5077240681317218,0.5104390259584649,0.4969461154275841,0.5058943877436558,0.4879964510947897,0.4813896125612607,MF,"transferase activity, transferring glycosyl groups",29.05995,-28.212183
WBGene00008205,sams-1,0.4205354284118275,0.4091322020480087,0.42645900796547936,0.44861028031453976,0.4724127472727612,0.4809332713423846,0.4865006008187464,0.475889427994081,0.4974782251466634,0.5050432305783457,BP,sulfur compound metabolic process,56.470123,2.3655388
WBGene00007506,C10C5.2,0.60744943429785,0.7114631495160988,0.6067950217611701,0.600881809327785,0.5371714784105506,0.5180104904681079,0.513636272335807,0.515721182501934,0.4679267738179068,0.3912349738553069,BP,immune system process,-23.652012,-51.1087
WBGene00009428,F35E12.4,0.6387812747175043,0.7614437580676074,0.6903498023634438,0.6951299883399212,0.5906865189002019,0.5719174394236969,0.5888525219749949,0.5591288360681423,0.5305752342119363,0.5086691573046378,not labeled,not labeled,-25.248238,-54.378723
WBGene00016066,acd-2,0.411595896221995,0.5060636058989317,0.4403493371146892,0.4414848498133889,0.43344311766327626,0.4287235921207849,0.4380344994451664,0.4438138727396113,0.4311717489774025,0.4618716665690893,MF,transmembrane transporter activity,62.662407,-9.453027
WBGene00007288,C04A11.5,0.6856534751438088,0.7081065806894293,0.6639647832009987,0.634256161153785,0.5508071662414071,0.5717561715593106,0.5821317919420406,0.5717561722223319,0.5176500032690392,0.5234693411433758,not labeled,not labeled,-24.668367,-53.26827
WBGene00011733,T12D8.5,0.56441059945907,0.5625671445558056,0.5272401366562544,0.5261913713619903,0.5081502115734063,0.5209694943533324,0.5127261466277754,0.5579897827243385,0.5777990714118556,0.4358392785859988,not labeled,not labeled,-29.50943,-33.440807
WBGene00011676,cyp-13A2,0.41842322963053497,0.4269151598812306,0.3423270271774281,0.3614968347640738,0.3620225942329006,0.3672419906434812,0.36202259238227497,0.3403488579094881,0.386542433347575,0.3941047523722444,MF,oxidoreductase activity,73.56713,-18.805723
WBGene00021893,ndnf-1,0.4320844953624756,0.4766440426362724,0.4304251765650263,0.4462309375447559,0.41977180803442,0.4348119183003181,0.4448895514142513,0.4162313737756331,0.43303138320819934,0.4350634355084501,not labeled,not labeled,66.13499,-13.714265
WBGene00004183,prk-2,0.5665451465150931,0.6043697697666688,0.5153933846946862,0.4969708733655796,0.4760399115193398,0.4733481189719842,0.4718100227838438,0.4769603220496334,0.46750759700586697,0.4565646780043178,MF,ion binding,31.212364,-27.2543
WBGene00010681,mak-1,0.5466540284058925,0.5798484517292425,0.5472082641056949,0.5563722536599316,0.5311417891631101,0.5338143404781427,0.5273265554083896,0.5352310744373332,0.5303842019473175,0.5162271442313057,MF,ion binding,-24.530853,-35.972702
WBGene00016788,C49G7.10,0.5644318314865506,0.6714620993191394,0.5699111959256538,0.5824336979372007,0.5270561343943276,0.5128916846516558,0.5087854370837719,0.5777568854325918,0.5590478583844389,0.4041313958764257,BP,immune system process,26.819035,-32.280663
WBGene00008922,F17C11.11,0.5471370625518601,0.6008856943809825,0.5619092712613181,0.5714895336371899,0.5350690958519203,0.5280501074368451,0.5236116820682639,0.5488183526374177,0.5444213931282593,0.4946872095228398,not labeled,not labeled,-24.411404,-36.921474
WBGene00009504,F37B12.1,0.42756631079913626,0.4681398617069306,0.4529613292003132,0.4635209046020713,0.4662734374616635,0.4653255395896531,0.4603046784723601,0.47362666855389296,0.4987754314612626,0.4544517534396846,not labeled,not labeled,55.197,-0.03829942
WBGene00013844,fbxa-50,0.6490414900179875,0.6684465871225806,0.6360961369852562,0.6253571047462732,0.591603978411655,0.5921207048392818,0.5966426321455294,0.5360818226313696,0.5331571836661194,0.475480191488233,not labeled,not labeled,-25.019089,-52.330727
WBGene00011799,T16G1.5,0.6095160816453925,0.70776819278316,0.5786929573332144,0.5463555092838515,0.5204156678324402,0.5418234809435439,0.5365601662166832,0.5335542785793363,0.5186300976242327,0.5021904509747779,not labeled,not labeled,-22.895529,-52.000454
WBGene00012588,lips-16,0.4107514774841257,0.4461305682669297,0.4195175936376263,0.4346372833502238,0.4231296311828919,0.4236004862487899,0.41315610973058,0.41394362296637377,0.40911200607814935,0.4698016135709227,not labeled,not labeled,69.93394,-13.964045
WBGene00021492,comt-5,0.5936370064736669,0.6268507317687251,0.6567234674203337,0.6891469582255931,0.6779189752492844,0.6837888403897969,0.6878628516282731,0.6512250664038144,0.6281641334228487,0.6216130015049237,MF,methyltransferase activity,-31.216476,-61.578243
WBGene00018946,F56C3.9,0.5959283575368332,0.6422507687176181,0.6118667224458776,0.6226614087452056,0.5774794073082713,0.5734817178893913,0.5817472057072168,0.543526443674294,0.5297943608913758,0.4714890094516059,not labeled,not labeled,-25.186327,-51.87067
WBGene00022326,fbxa-14,0.4206039872043294,0.5264418212608231,0.4976048377826878,0.5214069204556029,0.4848812808727565,0.4674632252551536,0.4535008885814922,0.4616271392489066,0.44260524850832544,0.4471226804687621,not labeled,not labeled,56.67295,-19.264196
WBGene00016052,dod-3,0.5734898573473775,0.6095431297977744,0.5206364144217028,0.4857931130754501,0.43663356966168376,0.43770951727676777,0.4371029522015588,0.4396872832663362,0.4460961017946073,0.3153219568803119,not labeled,not labeled,43.067215,-24.270868
WBGene00001477,fmo-2,0.6168085185811594,0.6794383465879075,0.6922376746353962,0.7304707583356801,0.7102396810326506,0.7200987316195463,0.7026451023235575,0.6211211928735125,0.649565025629385,0.6175847225270226,MF,oxidoreductase activity,-30.256567,-62.18317
WBGene00003633,nhr-43,0.40124551569781625,0.42798281335139626,0.4540926223658828,0.4639740789856308,0.4941500514788883,0.5146617447021801,0.5213067680957925,0.5257866562594962,0.5456306929963884,0.6147997024693612,MF,ion binding,-61.00147,1.4206259
WBGene00019830,hrg-1,0.5629371871356325,0.5786561785173694,0.5495156722747417,0.5466473396119144,0.5237706923742814,0.5107784672401805,0.5050853904720245,0.4805752622019591,0.5151083066634565,0.4727357656725288,MF,transmembrane transporter activity,25.8313,-27.122383
WBGene00219590,linc-72,0.6073585135517694,0.6039518520001512,0.5657399436193569,0.5573276559452506,0.4934868502837009,0.4768443263970044,0.4768443363401367,0.4938239103895074,0.4564187169236235,0.3701597742772625,not labeled,not labeled,33.2239,-26.263529
WBGene00000136,amt-4,0.44543216209937997,0.4422946415907609,0.42639084115343495,0.4338592908446044,0.4353370966788325,0.4341800863247388,0.4197403724843569,0.42228936708132186,0.43254479650447,0.419831451319215,MF,transmembrane transporter activity,67.65201,-14.41985
WBGene00023423,F43C1.7,0.60203931268648,0.7131773414673901,0.5997564457298813,0.5902562544452512,0.5489492970901941,0.5540806147260141,0.5638872440384356,0.5468952584031235,0.5060810913759979,0.4665316562762244,not labeled,not labeled,-24.005535,-51.899384
WBGene00007989,fipr-22,0.5754624869425856,0.63738262855492,0.5850782075655875,0.6131290265882763,0.5707833558304494,0.5823234180757756,0.5840331056739938,0.5998966590950999,0.5817861773664431,0.5528018737245008,BP,immune system process,-36.354324,-56.412983
WBGene00010759,cysl-2,0.5434449490229856,0.5683459585138675,0.557578286279194,0.5666282903715544,0.5568750313980365,0.5590193758068851,0.5427001090462458,0.5587577462923882,0.5474350942213095,0.5614182820748321,BP,sulfur compound metabolic process,-35.68813,-40.502243
WBGene00019234,ugt-8,0.5824917921876325,0.6177719592553169,0.6539130530404056,0.6923666982104137,0.6596754896955894,0.6810697617872706,0.6938024094093238,0.6282528050781825,0.6245163621292675,0.5720130771238001,MF,"transferase activity, transferring glycosyl groups",-31.253435,-61.177048
WBGene00015692,ugt-25,0.5663565337377663,0.5838944740204894,0.5731022362930825,0.5951900717397156,0.5642095674080181,0.5690763322072794,0.5666990893706437,0.5132974404630845,0.5070744596969149,0.4836580179669516,MF,"transferase activity, transferring glycosyl groups",-26.196085,-43.256573
WBGene00011263,R13H4.5,0.5517267107463762,0.5815508834870344,0.5804684170086375,0.5951486292943987,0.5720267769067207,0.564393929557305,0.5502163173272558,0.5722656333347281,0.5517866072930999,0.5103363246181727,not labeled,not labeled,-33.172657,-44.329807
WBGene00017687,ets-4,0.4423570720050545,0.4404730602715525,0.4500191142331024,0.46956833407766796,0.4977435816721406,0.5232173414672892,0.512745798205989,0.5302307489331138,0.5567746618613449,0.4530821577178718,MF,DNA-binding transcription factor activity,13.342862,18.261309
WBGene00014206,nit-1,0.5550284673424485,0.5889189401148544,0.5888139905644482,0.6164013490255982,0.590030859430835,0.5943462847140719,0.5867963998333913,0.6024631487335419,0.5749552946778481,0.5602219470248682,MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",-36.297832,-55.92947
WBGene00000558,cnc-4,0.5701818037911819,0.6300092149428218,0.6187050285987887,0.6446519909392668,0.6229863333815618,0.6322173294369906,0.6331923988260413,0.6391041268746144,0.6148068184195731,0.5830654744093531,BP,immune system process,-32.748016,-59.84565
WBGene00219709,linc-37,0.6176902431667031,0.6347953445548656,0.5817292191000144,0.5370515520904422,0.5029089319004858,0.5149492461259959,0.4969941275180556,0.5161929702394749,0.4802483102881369,0.36060647974475935,not labeled,not labeled,33.140625,-26.55306
WBGene00011185,R10D12.1,0.44251176878736986,0.4711411153478056,0.4499927116905079,0.4750306881265812,0.4712546068185687,0.4811791228999375,0.4710843139098307,0.4613755624761592,0.4772332992670463,0.501715223664891,BP,transmembrane transport,56.50089,2.9795287
WBGene00045305,ZC250.4,0.5586624713781022,0.6130484783785594,0.6245584460666975,0.6448402431390463,0.6413208202649594,0.6436787888232788,0.6408547761770813,0.6392873543105019,0.6523091305702475,0.6221840699953006,not labeled,not labeled,-33.128246,-60.48935
WBGene00022330,fbxa-80,0.4278902569825325,0.5387506018092079,0.4842964314015032,0.4996297132467831,0.4549197666383811,0.4305901170292769,0.43269326364754,0.42567061704648623,0.4152607319222594,0.4117242671925669,not labeled,not labeled,57.575993,-19.760702
WBGene00010661,tyr-2,0.5430234959120588,0.5708696581930175,0.5692253384147394,0.5964288713413988,0.5982186694472906,0.6038131608332119,0.5977949578677025,0.5763788204342425,0.5752952026888812,0.5551799398421129,MF,oxidoreductase activity,-36.320904,-55.31863
WBGene00006603,tps-2,0.5504991420909816,0.5904438879439944,0.534442257589272,0.5389289376586335,0.5057256904878499,0.5126002629416768,0.5144703642527964,0.5242607853245588,0.5384092411169625,0.4841196863676738,BP,response to stress,25.612268,-28.037699
WBGene00000188,arl-3,0.5623359133142969,0.5973499704220551,0.5773546916014225,0.5846308263743631,0.5277254245379532,0.5421743432575142,0.5555146391552056,0.5953793067190988,0.6216175233555143,0.44504462960079,MF,ion binding,-31.410757,-47.41509
WBGene00012961,Y47H10A.5,0.5560274986706725,0.6490638252785625,0.6514827399710538,0.6665291919553381,0.5822207474925869,0.5668043350731081,0.5626049220598788,0.602492956057405,0.57602387967195,0.4832027627140623,not labeled,not labeled,-29.05576,-48.881855
WBGene00019718,M01H9.2,0.5896097988587837,0.58099091827488,0.5569494301821846,0.5555067065128095,0.5305312391663748,0.5240701326896847,0.5193094007565138,0.5209244069580162,0.5310095873569987,0.4979583791914676,not labeled,not labeled,-23.090027,-36.51695
WBGene00002016,hsp-16.2,0.6158407122436343,0.7499999954786037,0.8271556725456319,0.8972844704563337,0.8980192374709025,0.9124311083296652,0.9202142297198582,0.9783180583331221,0.9991271877916064,0.90380756259102,BP,response to stress,-29.751116,-66.79213
WBGene00013845,fbxa-37,0.5543258411858166,0.6270797644401994,0.5536652646730229,0.551265753554286,0.519948600786387,0.5214503079618804,0.510982179615816,0.5135307467314253,0.4884734775180155,0.4383546949541677,not labeled,not labeled,27.473957,-28.16832
WBGene00007521,C11E4.7,0.4507372669081749,0.4473209450135259,0.4486320733674809,0.4684206439931152,0.4691775693557491,0.4684206422237933,0.4648347487593629,0.4640403329631537,0.4748377701607384,0.5249301143507012,not labeled,not labeled,56.420044,3.0084045
WBGene00010740,K10D3.6,0.4411717790615308,0.4714486288607048,0.4927921439299696,0.510139562238263,0.5010724461276227,0.5120970896212047,0.5076182760385968,0.4799930005621482,0.4538639189619485,0.4309051278567925,not labeled,not labeled,30.691813,3.0958207
WBGene00012462,Y17G7B.8,0.4567602211529625,0.4936977681907082,0.4873075413484164,0.4960693640816857,0.4706057097264613,0.4496823570824216,0.4425720982120894,0.4623124168524868,0.4234107580021019,0.4260312248277257,BP,immune system process,57.035362,-17.00877
WBGene00003163,mdl-1,0.4382262664103243,0.444806711839419,0.4518768013345626,0.4631488577725818,0.4508804570414486,0.4482291338374112,0.4472732377524608,0.4497736044585244,0.4409645889481629,0.4501110503017756,MF,DNA binding,60.073277,-4.902976
WBGene00009042,F22B5.4,0.6087722655784181,0.648860747664675,0.6357381045368801,0.6385198704701893,0.6231242171689169,0.6257921168910126,0.6244680339151556,0.6352660182123613,0.5720532276112025,0.6011571960808056,not labeled,not labeled,-32.385372,-59.26371
WBGene00022331,fbxa-19,0.4277671617622281,0.5352799881085966,0.4832893235822621,0.4991347841887055,0.4711008262824349,0.4508531135199478,0.4440239156658645,0.44425248148094426,0.4358864946359819,0.4277671643129625,not labeled,not labeled,56.965443,-19.318045
WBGene00013602,Y87G2A.16,0.5802461624644843,0.6182590049004575,0.5179551341538893,0.5128012518538922,0.454616360119657,0.4801338621942409,0.4671818259984276,0.5171163526861992,0.4611177979105426,0.4728636071881545,BP,response to stress,30.855476,-27.591478
WBGene00016783,irg-2,0.5609080870437756,0.7063263632733094,0.5620480335447658,0.5524974848233258,0.4829269611035393,0.4902490018675562,0.518849241420889,0.5936406894196806,0.5749059005990725,0.4139331668465675,BP,immune system process,26.87487,-32.41277
WBGene00008436,DH11.2,0.4612377311850576,0.4611800608885258,0.4414086215014346,0.44980484084414296,0.43687899788467377,0.4420349825754,0.4370864751670556,0.4302998797035625,0.4291345441687737,0.4505056533894318,not labeled,not labeled,63.48489,-11.755446
WBGene00013901,ugt-16,0.5591584646117841,0.6269552893723149,0.6313722581877032,0.6368087158216081,0.6302286259157469,0.630743088421875,0.6271197592507175,0.6221806755221506,0.6434223724497906,0.5642492910000387,MF,"transferase activity, transferring glycosyl groups",-32.665936,-59.999817
WBGene00015597,fbxa-162,0.5954091182183162,0.6228271640878138,0.5817576498400469,0.5619616890071946,0.492154337954878,0.4416946718496938,0.4681453757536606,0.4835603728309757,0.4236005127805269,0.3942576974901225,not labeled,not labeled,33.175884,-26.36833
WBGene00003124,mai-1,0.5427279276453167,0.5751541461601419,0.5722293167236587,0.5870730277197851,0.5679194825664275,0.5723009245040669,0.5694099038430662,0.5619999031038858,0.5714378895353875,0.5291631192480247,BP,cofactor metabolic process,-34.49963,-44.485146
WBGene00008965,mltn-10,0.4094293509691669,0.4232167962221325,0.38002619239394936,0.4070459129429607,0.4169477425104025,0.4197879320352519,0.4125123362895175,0.4086418643451112,0.4045977439906794,0.4790863386397836,not labeled,not labeled,70.082886,-13.984192
WBGene00022743,mlt-7,0.4510848101021665,0.4771821565027586,0.4502401359839705,0.4630419013245224,0.4670913822230687,0.4855899615498343,0.4833891468818109,0.4555275297801917,0.4779915481033134,0.5278140232157996,BP,response to stress,56.714123,3.4899907
WBGene00016004,C18H9.6,0.5430349058118258,0.5996820747146075,0.5573193284510237,0.5570039309190318,0.5122472332490673,0.5064669060002337,0.4986362104907257,0.4978882422374368,0.4929648671081402,0.4830732913623908,not labeled,not labeled,26.37957,-26.84969
WBGene00021491,comt-4,0.6091402161728512,0.6847310441605812,0.6889427225620051,0.7120198315825932,0.7099179090261957,0.68302791584592,0.7001969085052825,0.6856635091769963,0.6990846860284781,0.6073893179018225,MF,methyltransferase activity,-30.469955,-62.986332
WBGene00017964,F31F7.1,0.4610475082980213,0.4562279381283813,0.4166709858237406,0.4099796979098769,0.39043047603061376,0.397304564922305,0.3889706717785888,0.3688378189685813,0.3725038113642556,0.3904183135835961,BP,immune system process,71.560936,-19.348328
WBGene00001480,fmo-5,0.5377898586593093,0.5780677921065094,0.5586154073506506,0.5736161527707088,0.5709795770280719,0.5841229209069938,0.5879192169437187,0.5923637121065256,0.6202024026507249,0.5143288598051367,MF,oxidoreductase activity,-37.12864,-48.81395
WBGene00019444,frpr-11,0.4494568993471044,0.522252046318788,0.4621521113212556,0.4833154288547612,0.4551178667141486,0.4506178842925437,0.4484778624852398,0.4536426911223498,0.4395880980580808,0.4325877890080007,BP,signal transduction,57.14325,-14.940776
WBGene00007368,C06B8.2,0.5515071867498416,0.6042977155018506,0.5533691387155625,0.553237411280448,0.5122185819415705,0.510116660939837,0.4943549690864815,0.5255225444060025,0.4956125692699588,0.496358799932721,not labeled,not labeled,26.629404,-27.609344
WBGene00009433,F35E12.9,0.549156997803926,0.6397979762818231,0.5626400422617512,0.5579737609558171,0.489677014353617,0.477551347487621,0.4717224229786192,0.5129050566020189,0.4491329897516022,0.43924875427482735,BP,immune system process,29.433825,-27.469233
WBGene00045507,F10A3.17,0.5376147737221982,0.5881058347249924,0.5279257699152184,0.5276139273312345,0.5023631559939543,0.4993917864774721,0.5009347160401608,0.500543925228773,0.4894667893471483,0.4777325333818911,not labeled,not labeled,25.90653,-24.35071
WBGene00000972,dhs-8,0.5765699830551294,0.62440087493578,0.6415888146916701,0.6618582353269312,0.6706413793900301,0.6812416916702199,0.6843092089241594,0.6809210915660355,0.6472449935715475,0.6178572893234432,MF,oxidoreductase activity,-31.679216,-61.733315
WBGene00022584,ZC266.1,0.4574658389751413,0.4629630821836144,0.4582247562004287,0.4708535703629098,0.4654820436413539,0.4683556739721201,0.4621979840330844,0.4527730909831285,0.4686506815027959,0.4584134981912438,CC,plasma membrane,55.58777,-0.776867
WBGene00010796,clip-1,0.4625554715898574,0.4818822784481371,0.4585151979503953,0.4655566318338358,0.4594509810610126,0.469001036373608,0.4675235674389977,0.4849659273398493,0.4700121657354362,0.4937214516659422,CC,nuclear envelope,54.491688,3.4912868
WBGene00002012,hsp-12.3,0.5516507525751305,0.5893764624985075,0.5764302679242576,0.5851247623961956,0.568231877156095,0.5660861231689319,0.567420456161135,0.5611994772015533,0.5657753752162357,0.5360566282096747,not labeled,not labeled,-34.260914,-44.474743
WBGene00022252,Y73B6BL.31,0.5413757912374939,0.5696085491761707,0.5687665111426419,0.5816352625598925,0.5755271574618788,0.5737566702175088,0.5642957382357868,0.5681048854493675,0.5730679597560293,0.5471560458033669,not labeled,not labeled,-35.35251,-44.42931
WBGene00010251,sta-2,0.4543739882984033,0.5131760150463153,0.4545978248534552,0.4749862072460442,0.4712235816164416,0.4926850440441107,0.479789377137414,0.5114472401968199,0.4539246465944845,0.41907495225680935,BP,immune system process,46.226604,-7.769441
WBGene00007439,C08E8.3,0.61574383551199,0.7049420305392963,0.7193579138619943,0.7646815520455681,0.7290509756951293,0.74749127360495,0.7427024375298362,0.7804961008632031,0.8237291293660575,0.6087800061190487,not labeled,not labeled,-30.314276,-64.64795
WBGene00001767,gst-19,0.6098139551549456,0.6410631625600907,0.6311006747312768,0.6399241758832831,0.6418145704051638,0.6483095034863894,0.6281019232097725,0.58955996779903,0.6217875536640669,0.542379507043881,BP,sulfur compound metabolic process,-31.66221,-59.357483
WBGene00004025,phy-2,0.5382096289470085,0.5560123365025017,0.5466548885567437,0.5508748962867489,0.5600212948628985,0.5609962899382097,0.5474984550327653,0.5501221740626758,0.5549061914240689,0.5832012633450668,MF,oxidoreductase activity,-47.732536,-30.622847
WBGene00219907,F19H8.7,0.5909247058788144,0.6097197534006326,0.6048794991225888,0.6042140465918975,0.5436958575896524,0.5608945955730735,0.5518133807473862,0.5881742604544338,0.6345532196056788,0.4146877431574594,not labeled,not labeled,-31.285624,-47.406067
WBGene00019233,ugt-14,0.5790132930324101,0.6273988208968575,0.6545145572984157,0.6731573836944837,0.6388995283041987,0.6524193964525319,0.6790495654441107,0.6241116368303925,0.6142137879909644,0.5760198782779044,MF,"transferase activity, transferring glycosyl groups",-31.646906,-60.64143
WBGene00019652,K11G9.1,0.5682707484063025,0.5874629329380431,0.5409430448036173,0.5488161470628685,0.5323161622334599,0.5282421507031685,0.5375906710695539,0.5194965117859812,0.5005167399982747,0.5098105971822524,not labeled,not labeled,-22.925888,-35.998653
WBGene00004925,snt-5,0.4618224341884286,0.4890786289814731,0.4726389782321093,0.4797681157630899,0.4828361076455634,0.4811506723766826,0.4808207805698114,0.4904255711306608,0.4847546576738178,0.4847546609914864,MF,ion binding,50.72539,10.840836
WBGene00019213,H20E11.1,0.4595203259524071,0.4762684783792762,0.4852194918926317,0.500872472605029,0.5051538926507344,0.5010892749059482,0.4991632702822703,0.5112754616298273,0.4966964361228561,0.498541727155461,BP,immune system process,13.828963,19.551683
WBGene00003610,nhr-11,0.5475385587588083,0.6029494309508969,0.5463876467565231,0.5514969745089355,0.5220958383578991,0.513022341218341,0.5122450219473947,0.5222124084883083,0.5101388023667359,0.4806216360703182,MF,ion binding,26.294453,-27.813505
