barcode,gene_name,gene_description,1h_vs_0h,2h_vs_0h,4h_vs_0h,6h_vs_0h,8h_vs_0h,10h_vs_0h,12h_vs_0h,16h_vs_0h,24h_vs_0h,48h_vs_0h
WBGene00021601,Y46H3A.5,Y46H3A.5,3.1415245095304103,4.45828050145108,3.85536016970187,3.40312404748368,1.72169888690948,0.9484698509846508,0.9872890937966692,2.10962450059975,0.3959289790142739,-0.4753374653482321
WBGene00003648,nhr-58,nhr-58,1.5949614697423402,1.9513499309431697,0.420402784597257,0.0589798547104845,-0.554118459881976,-0.592507274615384,-0.525982649548581,-0.27642656942487603,-0.8471369904718199,-1.02822502114981
WBGene00009230,oac-18,oac-18,3.5913064770426697,5.2365658548339,3.65766179515819,3.0660891159747203,0.113342092039659,-0.880260284990255,-0.986193476827398,-1.11547648668913,-2.61297588210835,-2.94555123615152
WBGene00021709,ugt-29,ugt-29,1.29498102609456,1.89654692462929,0.655363873774367,0.556272801909482,0.176863402420967,0.179196493870318,0.0838651316992654,0.17952949404250196,-0.0343423063340596,-0.29290417023331394
WBGene00002026,hsp-70,hsp-70,2.16270252489032,3.78518608507621,4.83969914766971,6.03305155782162,6.21938595155226,6.524618298624411,6.716173756258099,7.25468331090642,7.9441270999639,5.06269797699157
WBGene00000562,cng-1,cng-1,1.66435217501322,2.17034353195259,0.98485355206378,0.745229030750885,-0.23247228654031,-0.24135041804977106,-0.214878234660104,-0.0037715983855276898,-0.4213290890531261,-0.0381685910863864
WBGene00007366,C06B3.7,C06B3.7,1.61037769149405,3.01741541623838,1.5671902386847298,1.6914707710028898,1.14926565773269,1.1157402929784,0.970644466479554,1.38480949642676,0.692529119247761,-2.2133042497967
WBGene00009642,F42G4.5,F42G4.5,-1.3819165335896,-1.26054642074333,-1.6432109143391398,-1.4212249908875,-1.5513469887486395,-1.62717551632531,-1.7741844923878702,-1.15873281699347,-1.63847609514568,-2.08731084979718
WBGene00021464,ugt-31,ugt-31,1.61395333655279,2.24872215859061,0.37925068152447,0.279865822225503,0.123585090107548,0.167024415335439,-0.0488621531586556,0.0943102038984929,-0.192056782483364,-0.297766199019829
WBGene00008205,sams-1,sams-1,-1.27143314541076,-1.4538847672318602,-1.17665587255233,-0.822235514967364,-0.44139604363582,-0.305067658521847,-0.215990386900058,-0.385769152094704,-0.0403483976533852,0.0806916892535311
WBGene00007506,C10C5.2,C10C5.2,1.7191909487656,3.38341039225758,1.70872034817872,1.61410894924456,0.5947436545688101,0.288167847489726,0.218180357372912,0.251538920030944,-0.513171618913491,-1.74024041831509
WBGene00009428,F35E12.4,F35E12.4,2.22050039548007,4.18310012908172,3.0455968378151,3.12207981343874,1.45098430240323,1.15067903077915,1.42164035159992,0.946061377090278,0.489203747390981,0.138706516874205
WBGene00016066,acd-2,acd-2,-1.41446566044808,0.097017694382907,-0.9544106061649732,-0.936242402985778,-1.06491011738758,-1.14042252606744,-0.991448008877338,-0.8989780361662191,-1.10125201636156,-0.610053334894571
WBGene00007288,C04A11.5,C04A11.5,2.97045560230094,3.32970529103087,2.62343653121598,2.14809857846056,0.812914659862515,1.14809874494897,1.31410867107265,1.14809875555731,0.282400052304627,0.37550945829401294
WBGene00011733,T12D8.5,T12D8.5,1.0305695913451198,1.00107431289289,0.43584218650006895,0.419061941791846,0.130403385174501,0.3355119096533189,0.20361834604440696,0.927836523589417,1.24478514258969,-1.02657154262402
WBGene00011676,cyp-13A2,cyp-13A2,-1.30522832591144,-1.16935744190031,-2.52276756516115,-2.21605064377482,-2.20763849227359,-2.1241281497043003,-2.2076385218836,-2.55441827344819,-1.8153210664388,-1.69432396204409
WBGene00021893,ndnf-1,ndnf-1,-1.08664807420039,-0.373695317819641,-1.11319717495958,-0.8603049992839059,-1.28365107144928,-1.04300930719491,-0.8817671773719791,-1.3402980195898702,-1.07149786866881,-1.0389850318648
WBGene00004183,prk-2,prk-2,1.06472234424149,1.6699163162667,0.24629415511498,-0.0484660261507264,-0.38336141569056303,-0.426430096448252,-0.451039635458499,-0.368634847205866,-0.519878447906128,-0.694965151930915
WBGene00010681,mak-1,mak-1,0.7464644544942801,1.27757522766788,0.755332225691119,0.9019560585589058,0.49826862660976,0.5410294476502829,0.43722488653423297,0.5636971909973311,0.48614723115708,0.259634307700891
WBGene00016788,C49G7.10,C49G7.10,1.03090930378481,2.74339358910623,1.11857913481046,1.31893916699521,0.432898150309242,0.206266954426493,0.14056699334035,1.24411016692147,0.944765734151024,-1.53389766597719
WBGene00008922,F17C11.11,F17C11.11,0.754193000829762,1.61417111009572,0.9905483401810872,1.14383253819504,0.561105533630725,0.4488017189895221,0.3777869130922221,0.781093642198684,0.7107422900521501,-0.0850046476345629
WBGene00009504,F37B12.1,F37B12.1,-1.15893902721382,-0.509762212689111,-0.752618732794989,-0.583665526366859,-0.5396250006133839,-0.5547913665655501,-0.6351251444422379,-0.4219733031377129,-0.0195930966197984,-0.7287719449650459
WBGene00013844,fbxa-50,fbxa-50,2.3846638402878,2.69514539396129,2.1775381917641004,2.0057136759403704,1.46566365458648,1.4739312774285098,1.54628211432847,0.577309162101914,0.530514938657911,-0.39231693618827096
WBGene00011799,T16G1.5,T16G1.5,1.75225730632628,3.32429108453056,1.25908731733143,0.7416881485416229,0.326650685319043,0.669175695096703,0.584962659466932,0.536868457269381,0.298081561987724,0.0350472155964469
WBGene00012588,lips-16,lips-16,-1.42797636025399,-0.8619109077291259,-1.28771850179798,-1.04580346639642,-1.22992590107373,-1.22239222001936,-1.38950224431072,-1.37690203253802,-1.4542079027496102,-0.483174182865237
WBGene00021492,comt-5,comt-5,1.49819210357867,2.0296117082996004,2.50757547872534,3.0263513316094905,2.8467036039885496,2.94062144623675,3.00580562605237,2.41960106246103,2.05062613476558,1.94580802407878
WBGene00018946,F56C3.9,F56C3.9,1.5348537205893302,2.27601229948189,1.7898675591340405,1.96258253992329,1.23967051693234,1.17570748623026,1.30795529131547,0.696423098788705,0.476709774262012,-0.456175848774305
WBGene00022326,fbxa-14,fbxa-14,-1.2703362047307298,0.4230691401731679,-0.0383225954769956,0.3425107272896469,-0.241899506035896,-0.520588395917542,-0.743985782696124,-0.613965772017494,-0.9183160238667928,-0.8460371124998058
WBGene00016052,dod-3,dod-3,1.17583771755804,1.7526900767643898,0.33018263074724497,-0.227310190792799,-1.01386288541306,-0.996647723571716,-1.00635276477506,-0.9650034677386208,-0.862462371286283,-2.9548486899150097
WBGene00001477,fmo-2,fmo-2,1.86893629729855,2.87101354540652,3.07580279416634,3.68753213337088,3.36383489652241,3.5215797059127403,3.24232163717692,1.9379390859762,2.39304041007016,1.88135556043236
WBGene00003633,nhr-43,nhr-43,-1.5800717488349398,-1.1522749863776598,-0.7345180421458749,-0.5764147362299079,-0.0935991763377876,0.23458791523487896,0.3409082895326789,0.412586500151938,0.7300910879422149,1.83679523950978
WBGene00019830,hrg-1,hrg-1,1.00699499417012,1.2584988562779098,0.792250756395868,0.746357433790629,0.38033107798850296,0.17245547584288798,0.0813662475523913,-0.31079580476865504,0.241732906615304,-0.436227749239539
WBGene00219590,linc-72,linc-72,1.71773621682831,1.6632296320024198,1.05183909790971,0.9172424951240092,-0.104210395460786,-0.370490777647929,-0.370490618557812,-0.0988174337678807,-0.6973005292220239,-2.0774436115638
WBGene00000136,amt-4,amt-4,-0.8730854064099209,-0.923285734547825,-1.17774654154504,-1.05825134648633,-1.03460645313868,-1.05311861880418,-1.28415404025029,-1.2433701266988502,-1.07928325592848,-1.28269677889256
WBGene00023423,F43C1.7,F43C1.7,1.63262900298368,3.410837463478241,1.5961031316781005,1.44410007112402,0.783188753443106,0.8652898356162231,1.02219590461497,0.750324134449975,0.0972974620159667,-0.5354934995804099
WBGene00007989,fipr-22,fipr-22,1.20739979108137,2.19812205687872,1.3612513210494,1.81006442541242,1.13253369328719,1.31717468921241,1.3445296907839,1.5983465455216002,1.30857883786309,0.8448299795920141
WBGene00010759,cysl-2,cysl-2,0.6951191843677691,1.09353533622188,0.9212525804671048,1.06605264594487,0.910000502368585,0.944310012910162,0.683201744739933,0.94012394067821,0.7589615075409519,0.982692513197314
WBGene00019234,ugt-8,ugt-8,1.3198686750021202,1.88435134808507,2.4626088486464903,3.07786717136662,2.5548078351294303,2.89711618859633,3.10083855054918,2.05204488125092,1.99226179406828,1.1522092339808
WBGene00015692,ugt-25,ugt-25,1.06170453980426,1.3423115843278302,1.16963578068932,1.52304114783545,1.02735307852829,1.10522131531647,1.0671854299303,0.21275904740935106,0.113191355150639,-0.261471712528774
WBGene00011263,R13H4.5,R13H4.5,0.8276273719420201,1.30481413579255,1.2874946721382,1.5223780687103798,1.15242843050753,1.03030287291688,0.8034610772360942,1.15625013335565,0.8285857166895991,0.165381193890763
WBGene00017687,ets-4,ets-4,-0.922286847919128,-0.95243103565516,-0.799694172270361,-0.486906654757313,-0.0361026932457508,0.3714774634766261,0.20393277129582305,0.4836919829298221,0.908394589781521,-0.7506854765140509
WBGene00014206,nit-1,nit-1,0.880455477479176,1.4227030418376698,1.42102384903117,1.8624215844095704,1.4404937508933602,1.5095405554251498,1.38874239733426,1.63941037973667,1.19928471484557,0.96355115239789
WBGene00000558,cnc-4,cnc-4,1.12290886065891,2.0801474390851498,1.89928045758062,2.31443185502827,1.96778133410499,2.11547727099185,2.13107838121666,2.22566602999383,1.8369090947131697,1.32904759054965
WBGene00219709,linc-37,linc-37,1.8830438906672495,2.15672551287785,1.30766750560023,0.5928248334470749,0.0465429104077726,0.239187938015934,-0.0480939597111102,0.259087523831598,-0.316027035389809,-2.23029632408385
WBGene00011185,R10D12.1,R10D12.1,-0.919811699402082,-0.46174215443511,-0.800116612951874,-0.39950898997470097,-0.459926290902901,-0.301134033601,-0.462650977442708,-0.617991000381453,-0.36426721172726,0.027443578638255
WBGene00045305,ZC250.4,ZC250.4,0.938599542049636,1.80877565405695,1.99293513706716,2.31744389022474,2.26113312423935,2.29886062117246,2.2536764188333,2.22859766896803,2.43694608912396,1.95494511992481
WBGene00022330,fbxa-80,fbxa-80,-1.15375588827948,0.620009628947325,-0.25125709757595005,-0.00592458805147015,-0.721283733785903,-1.11055812753157,-1.07690778163936,-1.18927012725622,-1.35582828924385,-1.41241172491893
WBGene00010661,tyr-2,tyr-2,0.6883759345929399,1.13391453108828,1.10760541463583,1.54286194146238,1.57149871115665,1.66101057333139,1.56471932588324,1.22206112694788,1.2047232430221,0.882879037473807
WBGene00006603,tps-2,tps-2,0.807986273455705,1.44710220710391,0.551076121428351,0.622863002538136,0.0916110478055984,0.20160420706683,0.23152582804474106,0.38817256519294,0.6145478578714001,-0.254085018117219
WBGene00000188,arl-3,arl-3,0.997374613028751,1.55759952675288,1.23767506562276,1.35409322198981,0.443606792607252,0.6747894921202271,0.888234226483289,1.5260689075055802,1.94588037368823,-0.8792859263873599
WBGene00012961,Y47H10A.5,Y47H10A.5,0.8964399787307601,2.385021204457,2.42372383953686,2.66446707128541,1.31553195988139,1.06886936116973,1.00167875295806,1.63988729691848,1.2163820747512,-0.268755796575003
WBGene00019718,M01H9.2,M01H9.2,1.43375678174054,1.29585469239808,0.911190882914953,0.888107304204952,0.488499826661997,0.385122123034956,0.30895041210422103,0.33479051132826,0.496153397711979,-0.0326659329365179
WBGene00002016,hsp-16.2,hsp-16.2,1.85345139589815,3.99999992765766,5.23449076073011,6.35655152730134,6.36830779953444,6.59889773327464,6.723427675517732,7.6530889333299505,7.9860350046657,6.46092100145632
WBGene00013845,fbxa-37,fbxa-37,0.8692134589730659,2.03327623104319,0.8586442347683678,0.8202520568685759,0.31917761258219296,0.34320492739008696,0.17571487385305598,0.216491947702804,-0.184424359711752,-0.986324880733316
WBGene00007521,C11E4.7,C11E4.7,-0.788203729469202,-0.8428648797835859,-0.821886826120306,-0.505269696110156,-0.493158890308014,-0.5052697244193071,-0.562644019850194,-0.57535467258954,-0.402595677428186,0.39888182961122093
WBGene00010740,K10D3.6,K10D3.6,-0.941251535015508,-0.456821938228724,-0.115325697120486,0.162232995812208,0.0171591380419623,0.193553433939275,0.121892416617549,-0.320111991005629,-0.7381772966088249,-1.10551795429132
WBGene00012462,Y17G7B.8,Y17G7B.8,-0.6918364615525999,-0.10083570894866803,-0.203079338425338,-0.0628901746930285,-0.470308644376619,-0.805082286681254,-0.9188464286065692,-0.603001330360212,-1.22542787196637,-1.1835004027563898
WBGene00003163,mdl-1,mdl-1,-0.9883797374348108,-0.8830926105692959,-0.7699711786469979,-0.589618275638692,-0.785912687336822,-0.828333858601421,-0.8436281959606271,-0.8036223286636099,-0.9445665768293928,-0.79822319517159
WBGene00009042,F22B5.4,F22B5.4,1.7403562492546898,2.3817719626348,2.17180967259008,2.2163179275230296,1.96998747470267,2.0126738702562,1.99148854264249,2.16425629139778,1.1528516417792398,1.61851513729289
WBGene00022331,fbxa-19,fbxa-19,-1.15572541180435,0.5644798097375451,-0.267370822683806,-0.0138434529807123,-0.462386779481042,-0.7863501836808349,-0.895617349346168,-0.8919602963048922,-1.02581608582429,-1.1557253709926
WBGene00013602,Y87G2A.16,Y87G2A.16,1.28393859943175,1.89214407840732,0.287282146462229,0.204820029662276,-0.7261382380854879,-0.317858204892145,-0.525090784025158,0.273861642979186,-0.622115233431318,-0.434182284989528
WBGene00016783,irg-2,irg-2,0.97452939270041,3.30122181237295,0.992768536716254,0.839959757173213,-0.27316862234337097,-0.15601597011910098,0.301587862734223,1.4982510307148895,1.19849440958516,-1.37706933045492
WBGene00008436,DH11.2,DH11.2,-0.620196301039078,-0.621119025783587,-0.937462055977046,-0.8031225464937121,-1.00993603384522,-0.9274402787936008,-1.00661639732711,-1.115201924743,-1.1338472932996202,-0.791909545769091
WBGene00013901,ugt-16,ugt-16,0.946535433788546,2.03128462995704,2.10195613100325,2.18893945314573,2.08365801465195,2.09188941475,2.03391614801148,1.9548908083544096,2.29475795919665,1.02798865600062
WBGene00015597,fbxa-162,fbxa-162,1.52654589149306,1.96523462540502,1.30812239744075,0.9913870241151128,-0.125530592721953,-0.9328852504048992,-0.50967398794143,-0.26303403470438896,-1.2223917955115702,-1.69187684015804
WBGene00003124,mai-1,mai-1,0.683646842325068,1.20246633856227,1.15566906757854,1.39316844351656,1.08671172106284,1.1568147920650702,1.11055846148906,0.991998449662173,1.1430062325661998,0.4666099079683951
WBGene00008965,mltn-10,mltn-10,-1.44913038449333,-1.2285312604458798,-1.91958092169681,-1.4872653929126298,-1.32883611983356,-1.28339308743597,-1.39980261936772,-1.46173017047822,-1.52643609614913,-0.334618581763462
WBGene00022743,mlt-7,mlt-7,-0.7826430383653359,-0.3650854959558621,-0.7961578242564731,-0.5913295788076421,-0.526537884430901,-0.23056061520265095,-0.265773649891026,-0.7115595235169331,-0.3521352303469861,0.445024371452794
WBGene00016004,C18H9.6,C18H9.6,0.688558492989212,1.59491319543372,0.91710925521638,0.912062894704508,0.195955731985077,0.10347049600374,-0.0218206321483889,-0.0337881242010119,-0.112562126269758,-0.270827338201747
WBGene00021491,comt-4,comt-4,1.74624345876562,2.9556967065693,3.02308356099208,3.39231730532149,3.3586865444191303,2.92844665353472,3.2031505360845203,2.97061614683194,3.18535497645565,1.7182290864291598
WBGene00017964,F31F7.1,F31F7.1,-0.6232398672316589,-0.7003529899458989,-1.3332642268201498,-1.44032483344197,-1.7531123835101798,-1.64312696124312,-1.7764692515425802,-2.0985948965027,-2.03993901817191,-1.75330698266246
WBGene00001480,fmo-5,fmo-5,0.604637738548949,1.24908467370415,0.9378465176104092,1.17785844433134,1.13567323244915,1.3459667345119,1.4067074710995,1.47781939370441,1.9232384424116,0.229261756882186
WBGene00019444,frpr-11,frpr-11,-0.8086896104463291,0.35603274110060795,-0.60556621885991,-0.266953138323821,-0.718114132573622,-0.7901138513193008,-0.824354200236163,-0.7417169420424029,-0.966590431070707,-1.07859537587199
WBGene00007368,C06B8.2,C06B8.2,0.8241149879974641,1.6687634480296103,0.853906219448999,0.851798580487168,0.19549731106512805,0.161866575037391,-0.0903204946162953,0.40836071049604106,-0.0701988916806593,-0.0582592010764641
WBGene00009433,F35E12.9,F35E12.9,0.7865119648628159,2.2367676205091698,1.00224067618802,0.927580175293071,-0.165167770342129,-0.3591784401980629,-0.4524412323420921,0.206480905632302,-0.813872163974365,-0.972019931602762
WBGene00045507,F10A3.17,F10A3.17,0.601836379555172,1.4096933555998798,0.446812318643495,0.441822837299752,0.0378104959032692,-0.009731416360446771,0.0149554566425729,0.00870280366036782,-0.16853137044562694,-0.35627946588974296
WBGene00000972,dhs-8,dhs-8,1.22511972888207,1.99041399897248,2.26542103506672,2.5897317652309,2.73026207024048,2.89986706672352,2.94894734278655,2.8947374650565694,2.35591989714476,1.8857166291750904
WBGene00022584,ZC266.1,ZC266.1,-0.68054657639774,-0.5925906850621689,-0.6684039007931409,-0.466342874193443,-0.5522873017383371,-0.5063092164460791,-0.60483225547065,-0.7556305442699449,-0.501589095955265,-0.6653840289400991
WBGene00010796,clip-1,clip-1,-0.599112454562281,-0.289883544829807,-0.663756832793675,-0.5510938906586271,-0.648784303023798,-0.4959834180222721,-0.5196229209760371,-0.240545162562411,-0.479805348233021,-0.100456773344925
WBGene00002012,hsp-12.3,hsp-12.3,0.826412041202088,1.43002339997612,1.2228842867881202,1.36199619833913,1.09171003449752,1.05737797070291,1.0787272985781602,0.979191635224853,1.05240600345977,0.576906051354795
WBGene00022252,Y73B6BL.31,Y73B6BL.31,0.662012659799902,1.11373678681873,1.10026417828227,1.30616420095828,1.20843451939006,1.18010672348014,1.02873181177259,1.08967816718988,1.16908735609647,0.7544967328538691
WBGene00010251,sta-2,sta-2,-0.730016187225547,0.210816240741044,-0.7264348023447159,-0.400220684063293,-0.460422694136935,-0.117039295294228,-0.323369965801376,0.183155843149118,-0.7372056544882479,-1.29480076389105
WBGene00007439,C08E8.3,C08E8.3,1.85190136819184,3.2790724886287403,3.50972662179191,4.2349048327290895,3.6648156111220698,3.9598603776792,3.88323900047738,4.4879376138112494,5.17966606985692,1.74048009790478
WBGene00001767,gst-19,gst-19,1.75702328247913,2.25701060096145,2.09761079570043,2.23878681413253,2.26903312648262,2.37295205578223,2.04963077135636,1.43295948478448,1.9486008586250705,0.6780721127020961
WBGene00004025,phy-2,phy-2,0.6113540631521371,0.8961973840400269,0.7464782169079,0.8139983405879829,0.960340717806376,0.975940639011356,0.759975280524245,0.801954785002813,0.878499062785104,1.33122021352107
WBGene00219907,F19H8.7,F19H8.7,1.4547952940610305,1.7555160544101205,1.67807198596142,1.66742474547036,0.699133721434439,0.974313529169177,0.829014091958179,1.41078816727094,2.15285151369086,-1.3649961094806498
WBGene00019233,ugt-14,ugt-14,1.26421268851856,2.03838113434972,2.47223291677465,2.77051813911174,2.22239245286718,2.4387103432405097,2.86479304710577,1.98578618928628,1.82742060785543,1.21631805244647
WBGene00019652,K11G9.1,K11G9.1,1.09233197450084,1.39940692700869,0.6550887168578771,0.7810583530058961,0.5170585957353591,0.4518744112506961,0.6014507371128629,0.3119441885757,0.00826783997239592,0.156969554916039
WBGene00004925,snt-5,snt-5,-0.6108410529851429,-0.174741936296431,-0.4377763482862511,-0.323710147790561,-0.27462227767098496,-0.301589241973078,-0.306867510883018,-0.15319086190942802,-0.243925477218916,-0.243925424136218
WBGene00019213,H20E11.1,H20E11.1,-0.6476747847614871,-0.379704345931581,-0.236488129717893,0.0139595616804632,0.0824622824117497,0.0174283984951711,-0.0133876754836758,0.18040738607723705,-0.0528570220343029,-0.0233323655126247
WBGene00003610,nhr-11,nhr-11,0.7606169401409321,1.64719089521435,0.742202348104369,0.8239515921429691,0.353533413726386,0.20835745949345605,0.19592035115831505,0.355398535812933,0.16222083786777405,-0.310053822874909
WBGene00009677,F44A6.5,F44A6.5,-0.7077008960643141,-0.6471857848774201,-0.6620782324276621,-0.630613434321364,-0.573185196241361,-0.479526058698546,-0.545306173167266,-0.512884617939728,-0.6809126322254909,-1.37614831099989
WBGene00002090,ins-7,ins-7,0.7524968273945559,1.27290150927321,0.565597320720842,0.365396342958251,-0.6679237664810029,-0.5563931742487951,-1.11293332745008,-1.0910738115818,-1.15389000967434,-1.33043940309646
WBGene00077593,C49G7.12,C49G7.12,1.06080336961813,2.1941372076908,0.7445889644457651,0.316184313893635,-0.319541274293641,-0.30766701347833303,0.0189833908957864,-0.227177114071549,-0.355761464943467,-0.66854883975894
WBGene00018398,sptl-2,sptl-2,0.8102439412814408,1.19254260362779,1.2888351213116398,1.53354174656471,1.67097653920811,1.63619854301499,1.45828733386842,1.52975713292187,1.51164333557181,1.22286142902566
WBGene00002018,hsp-16.41,hsp-16.41,1.29059023029819,3.27958178055038,4.51680696139137,5.54619274506666,5.69423540106676,5.89831986930645,6.063238836795208,7.019245856169139,7.2424255279192815,5.85076786948658
WBGene00012525,Y32B12C.1,Y32B12C.1,-0.8272185996410071,0.10262033747277803,-0.405349050471156,-0.25243739591671,-1.1575410665982802,-1.2524374362022,-1.36723355565339,-1.56114364073552,-1.5360527148343,-1.50650840192083
WBGene00008368,D1053.3,D1053.3,-0.736965478550061,-0.4857082301282629,-0.679479974348375,-0.33607209538535604,-0.711389198159949,-0.579343294370044,-0.613390783290341,-0.729944925069131,-0.921923293418836,-0.7774063329616121
WBGene00010989,R03D7.2,R03D7.2,-0.46493403390802,-0.292254057151601,-0.5555565510574849,-0.389466576454546,-0.514104039827338,-0.63928988057897,-0.7691666765764621,-0.7925381758239309,-0.718632391585636,-0.469256628000709
WBGene00019655,K11G9.5,K11G9.5,0.8802373323592622,1.16175115829308,1.47490902329501,1.85477339325016,2.04691132109555,1.98401776996142,2.07271630994171,1.886864308881,1.6750121851503,1.25690842594439
WBGene00011432,sdz-30,sdz-30,-0.675997458484339,-0.11358373050569,-0.734003068524347,-0.4020806246600671,-0.429109310269073,-0.520445196908968,-0.443823845732631,-0.0294587816321005,-0.255639581608391,0.734888390213476
WBGene00003837,oat-1,oat-1,-0.712986623720361,-0.35659506785690503,-0.8720530840354541,-0.60607130880918,-0.811390281495252,-0.828463689155129,-0.8544590272296,-1.6258343947986,-1.11924319022456,-0.317903699406429
WBGene00003618,nhr-19,nhr-19,-0.681085021828721,-0.556488050134585,-0.841346926129418,-0.8298359038721659,-1.03812534730878,-0.946189243799617,-1.14461612508996,-0.8288807446565892,-1.20034425648952,-0.909378586132307
WBGene00000238,bar-1,bar-1,-0.6712139475040769,-0.25687831063434696,-0.489486431013732,-0.2071966436795,-0.0575355556614267,-0.0630490106222968,-0.0759964068322711,-0.103191254347233,0.0365480008453487,0.186573482351544
WBGene00018465,F45E1.4,F45E1.4,0.593039251518207,1.29061071140461,1.33643380428743,1.93674959678048,1.9942939498028305,2.14919098561906,2.22033000833531,1.7484613172485102,1.99315002417679,1.4999970075373
WBGene00002188,kgb-2,kgb-2,0.7811860663961959,1.58814382419345,0.908800271921168,0.824990463645261,-0.0634789011655287,-0.227177313993198,-0.14564747068617498,-0.177708651644919,-0.6761621356078579,-0.450501966517892
WBGene00015220,B0507.3,B0507.3,1.01315147825452,1.1527956768406498,1.4618318117919498,1.59023754056711,1.67211452940977,1.6487099432786398,1.49595757907624,1.7258251349854898,1.19726180600022,1.39105873835729
WBGene00003999,pgp-5,pgp-5,0.660101552512494,1.7268361400265602,0.170442655533341,0.0307296557769581,0.0413321384795219,0.166297103281226,0.0139094274162801,-0.03776063072855,-0.260551717585826,-0.148728236265379
WBGene00013980,dos-1,dos-1,-0.9004641502324929,-0.404230531684331,-0.654402830206678,-0.6889599922475639,-0.840963093141862,-0.662964821616809,-0.7288527786248209,-0.462824992899768,-1.34792300212761,-1.39707069510423
WBGene00007841,C31C9.7,C31C9.7,-0.768329611766385,-0.44576749628127,-0.983342492068509,-0.916813827011384,-0.902824035377653,-0.868431564240777,-0.834839921816558,-1.12231871422986,-0.691161730235661,-1.34066432390308
