barcode,gene_name,1h_vs_0h,2h_vs_0h,4h_vs_0h,6h_vs_0h,8h_vs_0h,10h_vs_0h,12h_vs_0h,16h_vs_0h,24h_vs_0h,48h_vs_0h,go_category,go_description,cluster_lvl1,tsne_0,tsne_1
WBGene00007506,C10C5.2,1.7191909487656003,3.3834103922575807,1.708720348178721,1.6141089492445602,0.5947436545688092,0.288167847489726,0.218180357372912,0.2515389200309439,-0.513171618913491,-1.7402404183150892,BP,immune system process,13,46.389828,34.441578
WBGene00009428,F35E12.4,2.220500395480069,4.183100129081719,3.0455968378151006,3.12207981343874,1.4509843024032296,1.15067903077915,1.421640351599919,0.9460613770902776,0.489203747390981,0.13870651687420474,not labeled,not labeled,13,49.336014,36.36219000000001
WBGene00016066,acd-2,-1.41446566044808,0.09701769438290776,-0.9544106061649726,-0.9362424029857772,-1.06491011738758,-1.1404225260674412,-0.9914480088773372,-0.8989780361662191,-1.1012520163615598,-0.6100533348945714,BP,transmembrane transport,12,-38.29374,46.0817
WBGene00007288,C04A11.5,2.9704556023009414,3.3297052910308693,2.6234365312159795,2.1480985784605604,0.8129146598625141,1.1480987449489692,1.3141086710726493,1.14809875555731,0.2824000523046273,0.3755094582940135,not labeled,not labeled,13,48.263718,35.787224
WBGene00011733,T12D8.5,1.0305695913451205,1.0010743128928894,0.4358421865000697,0.4190619417918455,0.13040338517450145,0.33551190965331834,0.2036183460444061,0.9278365235894164,1.2447851425896896,-1.0265715426240192,not labeled,not labeled,24,42.83364,16.632542
WBGene00011676,cyp-13A2,-1.3052283259114406,-1.1693574419003108,-2.5227675651611507,-2.2160506437748198,-2.20763849227359,-2.124128149704301,-2.2076385218836005,-2.5544182734481904,-1.8153210664388,-1.6943239620440895,MF,ion binding,12,-30.235573,58.51384399999999
WBGene00021893,ndnf-1,-1.08664807420039,-0.3736953178196414,-1.1131971749595788,-0.8603049992839056,-1.28365107144928,-1.04300930719491,-0.8817671773719793,-1.3402980195898708,-1.0714978686688106,-1.0389850318647982,not labeled,not labeled,12,-34.6021,49.9632
WBGene00004183,prk-2,1.06472234424149,1.6699163162667006,0.2462941551149793,-0.04846602615072637,-0.3833614156905636,-0.4264300964482528,-0.4510396354584989,-0.3686348472058656,-0.5198784479061276,-0.6949651519309148,MF,ion binding,26,-13.142833,23.618198
WBGene00010681,mak-1,0.7464644544942801,1.2775752276678798,0.7553322256911184,0.9019560585589056,0.4982686266097609,0.5410294476502829,0.4372248865342332,0.5636971909973312,0.48614723115708,0.2596343077008907,MF,ion binding,24,39.145485,20.547445
WBGene00016788,C49G7.10,1.03090930378481,2.7433935891062298,1.11857913481046,1.3189391669952109,0.43289815030924217,0.2062669544264928,0.14056699334035014,1.2441101669214696,0.9447657341510228,-1.5338976659771886,BP,immune system process,26,-6.8526690000000015,25.52784
WBGene00008922,F17C11.11,0.7541930008297619,1.61417111009572,0.9905483401810892,1.1438325381950385,0.5611055336307249,0.4488017189895217,0.3777869130922227,0.7810936421986838,0.7107422900521492,-0.08500464763456339,not labeled,not labeled,24,39.404366,21.430744
WBGene00009504,F37B12.1,-1.1589390272138198,-0.5097622126891102,-0.7526187327949891,-0.5836655263668593,-0.5396250006133839,-0.5547913665655502,-0.6351251444422381,-0.42197330313771175,-0.0195930966197988,-0.7287719449650467,not labeled,not labeled,32,-54.039085,28.366697
WBGene00013844,fbxa-50,2.3846638402878,2.6951453939612904,2.1775381917641004,2.0057136759403704,1.4656636545864803,1.473931277428509,1.54628211432847,0.5773091621019137,0.5305149386579107,-0.3923169361882719,not labeled,not labeled,13,48.112095,34.83615
WBGene00011799,T16G1.5,1.7522573063262799,3.324291084530561,1.2590873173314296,0.7416881485416233,0.3266506853190432,0.6691756950967029,0.5849626594669317,0.5368684572693816,0.2980815619877237,0.03504721559644608,not labeled,not labeled,13,45.99427,35.521065
WBGene00012588,lips-16,-1.4279763602539886,-0.8619109077291247,-1.287718501797979,-1.0458034663964195,-1.22992590107373,-1.2223922200193622,-1.3895022443107203,-1.3769020325380197,-1.4542079027496104,-0.4831741828652367,not labeled,not labeled,12,-34.965614,53.852695
WBGene00021492,comt-5,1.4981921035786705,2.029611708299601,2.5075754787253395,3.0263513316094905,2.8467036039885496,2.9406214462367517,3.0058056260523696,2.4196010624610302,2.0506261347655794,1.9458080240787796,MF,methyltransferase activity,13,58.997303,39.11582
WBGene00018946,F56C3.9,1.5348537205893305,2.2760122994818897,1.7898675591340414,1.9625825399232892,1.2396705169323408,1.1757074862302606,1.3079552913154693,0.6964230987887046,0.4767097742620123,-0.456175848774306,not labeled,not labeled,13,48.03193,34.34445
WBGene00022326,fbxa-14,-1.2703362047307296,0.423069140173169,-0.038322595476994785,0.34251072728964616,-0.24189950603589594,-0.5205883959175424,-0.7439857826961251,-0.6139657720174947,-0.9183160238667928,-0.8460371124998067,not labeled,not labeled,31,-28.084795,41.93895300000001
WBGene00016052,dod-3,1.1758377175580392,1.7526900767643898,0.3301826307472453,-0.22731019079279854,-1.0138628854130598,-0.9966477235717156,-1.006352764775059,-0.9650034677386206,-0.8624623712862833,-2.9548486899150097,not labeled,not labeled,25,-20.243582,30.520397
WBGene00001477,fmo-2,1.86893629729855,2.8710135454065195,3.0758027941663397,3.6875321333708815,3.3638348965224085,3.5215797059127407,3.24232163717692,1.9379390859762005,2.39304041007016,1.8813555604323609,MF,ion binding,13,58.54453,40.145733
WBGene00003633,nhr-43,-1.5800717488349398,-1.1522749863776598,-0.7345180421458748,-0.576414736229907,-0.09359917633778723,0.2345879152348811,0.3409082895326794,0.41258650015193865,0.7300910879422151,1.8367952395097795,MF,ion binding,28,36.32567,-10.57069
WBGene00019830,hrg-1,1.0069949941701193,1.2584988562779102,0.7922507563958678,0.7463574337906298,0.3803310779885027,0.17245547584288798,0.08136624755239197,-0.3107958047686541,0.24173290661530444,-0.43622774923953933,not labeled,not labeled,26,-9.004916999999997,20.573374
WBGene00219590,linc-72,1.7177362168283103,1.6632296320024196,1.05183909790971,0.9172424951240092,-0.10421039546078603,-0.37049077764792937,-0.3704906185578132,-0.09881743376788156,-0.6973005292220238,-2.0774436115638,not labeled,not labeled,26,-15.345427,23.87207
WBGene00000136,amt-4,-0.8730854064099196,-0.9232857345478259,-1.1777465415450408,-1.0582513464863297,-1.0346064531386796,-1.0531186188041792,-1.2841540402502891,-1.2433701266988502,-1.0792832559284804,-1.2826967788925598,BP,transmembrane transport,12,-34.203484,51.63546
WBGene00023423,F43C1.7,1.6326290029836803,3.410837463478241,1.5961031316781007,1.4441000711240193,0.7831887534431061,0.8652898356162257,1.0221959046149696,0.7503241344499756,0.09729746201596612,-0.5354934995804097,not labeled,not labeled,13,47.011604,34.95274000000001
WBGene00007989,fipr-22,1.20739979108137,2.19812205687872,1.3612513210493995,1.8100644254124203,1.13253369328719,1.3171746892124094,1.3445296907839008,1.5983465455215988,1.3085788378630898,0.8448299795920136,BP,immune system process,13,60.516617,32.184605
WBGene00010759,cysl-2,0.6951191843677691,1.0935353362218798,0.9212525804671046,1.06605264594487,0.9100005023685842,0.9443100129101616,0.6832017447399323,0.9401239406782108,0.7589615075409526,0.982692513197314,MF,ion binding,24,51.883774,19.264744
WBGene00019234,ugt-8,1.3198686750021196,1.8843513480850709,2.462608848646489,3.07786717136662,2.5548078351294308,2.89711618859633,3.100838550549181,2.05204488125092,1.9922617940682803,1.152209233980802,MF,"transferase activity, transferring glycosyl groups",13,58.807247,38.77288400000001
WBGene00015692,ugt-25,1.0617045398042606,1.342311584327831,1.1696357806893207,1.5230411478354495,1.0273530785282894,1.10522131531647,1.0671854299302996,0.21275904740935125,0.11319135515063827,-0.261471712528774,MF,"transferase activity, transferring glycosyl groups",24,47.40777,24.77355
WBGene00011263,R13H4.5,0.8276273719420201,1.3048141357925511,1.2874946721382,1.5223780687103794,1.1524284305075303,1.0303028729168808,0.8034610772360935,1.1562501333556499,0.8285857166895987,0.165381193890763,not labeled,not labeled,24,51.721737,23.735693
WBGene00017687,ets-4,-0.9222868479191284,-0.9524310356551604,-0.7996941722703612,-0.4869066547573118,-0.03610269324575022,0.3714774634766265,0.20393277129582368,0.4836919829298214,0.9083945897815192,-0.7506854765140512,MF,DNA-binding transcription factor activity,5,-21.897854,-8.526519
WBGene00014206,nit-1,0.8804554774791757,1.4227030418376696,1.4210238490311706,1.8624215844095708,1.4404937508933602,1.5095405554251506,1.3887423973342603,1.6394103797366704,1.19928471484557,0.9635511523978906,MF,lyase activity,13,60.233265,31.818483
WBGene00000558,cnc-4,1.1229088606589102,2.0801474390851493,1.89928045758062,2.314431855028269,1.9677813341049892,2.1154772709918497,2.1310783812166605,2.22566602999383,1.8369090947131688,1.3290475905496493,BP,immune system process,13,59.33019300000001,36.865017
WBGene00219709,linc-37,1.8830438906672489,2.15672551287785,1.3076675056002305,0.5928248334470752,0.046542910407772815,0.2391879380159345,-0.0480939597111103,0.2590875238315977,-0.31602703538980936,-2.2302963240838505,not labeled,not labeled,26,-15.101999,24.02295
WBGene00011185,R10D12.1,-0.9198116994020822,-0.4617421544351101,-0.8001166129518733,-0.3995089899747004,-0.4599262909029012,-0.30113403360100044,-0.462650977442709,-0.617991000381453,-0.3642672117272596,0.027443578638255417,not labeled,not labeled,32,-56.13045500000001,26.570225
WBGene00045305,ZC250.4,0.9385995420496354,1.8087756540569495,1.9929351370671604,2.317443890224741,2.2611331242393504,2.2988606211724605,2.253676418833301,2.22859766896803,2.4369460891239605,1.95494511992481,not labeled,not labeled,13,59.99376,37.199184
WBGene00022330,fbxa-80,-1.1537558882794796,0.6200096289473258,-0.2512570975759489,-0.005924588051470003,-0.7212837337859028,-1.1105581275315697,-1.0769077816393606,-1.1892701272562205,-1.35582828924385,-1.41241172491893,not labeled,not labeled,31,-27.825369,42.926212
WBGene00010661,tyr-2,0.6883759345929406,1.13391453108828,1.1076054146358312,1.5428619414623803,1.5714987111566499,1.6610105733313905,1.5647193258832406,1.2220611269478798,1.2047232430220998,0.8828790374738062,MF,ion binding,13,59.939533,31.308699
WBGene00006603,tps-2,0.8079862734557057,1.44710220710391,0.5510761214283519,0.6228630025381356,0.09161104780559803,0.20160420706682916,0.23152582804474164,0.3881725651929404,0.6145478578714005,-0.2540850181172196,BP,response to stress,26,-8.280649,21.154778
WBGene00000188,arl-3,0.9973746130287502,1.5575995267528808,1.23767506562276,1.3540932219898103,0.4436067926072518,0.6747894921202278,0.8882342264832896,1.5260689075055804,1.9458803736882293,-0.8792859263873599,MF,ion binding,13,51.139343,27.460854
WBGene00012961,Y47H10A.5,0.8964399787307595,2.3850212044570007,2.4237238395368603,2.6644670712854097,1.3155319598813904,1.06886936116973,1.0016787529580604,1.6398872969184808,1.2163820747512002,-0.2687557965750029,not labeled,not labeled,13,50.123978,30.021063
WBGene00019718,M01H9.2,1.4337567817405397,1.2958546923980805,0.9111908829149532,0.8881073042049525,0.4884998266619967,0.3851221230349555,0.3089504121042204,0.33479051132825965,0.4961533977119785,-0.03266593293651798,not labeled,not labeled,24,38.03733,21.567017
WBGene00002016,hsp-16.2,1.8534513958981496,3.9999999276576603,5.234490760730112,6.35655152730134,6.36830779953444,6.598897733274644,6.723427675517732,7.653088933329951,7.986035004665703,6.46092100145632,BP,response to stress,13,60.619648,44.222023
WBGene00013845,fbxa-37,0.8692134589730659,2.0332762310431907,0.8586442347683665,0.8202520568685756,0.3191776125821928,0.34320492739008657,0.17571487385305673,0.21649194770280467,-0.18442435971175186,-0.9863248807333173,not labeled,not labeled,26,-9.648446,22.329834
WBGene00007521,C11E4.7,-0.7882037294692017,-0.8428648797835859,-0.8218868261203056,-0.5052696961101564,-0.4931588903080142,-0.5052697244193071,-0.5626440198501932,-0.5753546725895404,-0.40259567742818536,0.39888182961122,not labeled,not labeled,32,-56.68270500000001,26.040031
WBGene00010740,K10D3.6,-0.9412515350155068,-0.4568219382287229,-0.11532569712048613,0.1622329958122073,0.017159138041963118,0.19355343393927527,0.12189241661754835,-0.3201119910056285,-0.7381772966088241,-1.1055179542913196,not labeled,not labeled,20,-33.260517,13.094365
WBGene00012462,Y17G7B.8,-0.6918364615525999,-0.10083570894866868,-0.20307933842533726,-0.06289017469302838,-0.4703086443766189,-0.8050822866812544,-0.9188464286065692,-0.6030013303602111,-1.22542787196637,-1.183500402756389,BP,immune system process,31,-30.465559,41.677303
WBGene00003163,mdl-1,-0.9883797374348112,-0.8830926105692959,-0.7699711786469985,-0.5896182756386912,-0.7859126873368227,-0.8283338586014208,-0.8436281959606271,-0.8036223286636099,-0.9445665768293932,-0.7982231951715901,CC,intracellular,21,-43.524734,39.715866
WBGene00009042,F22B5.4,1.7403562492546898,2.381771962634801,2.171809672590081,2.216317927523029,1.9699874747026695,2.012673870256201,1.991488542642489,2.1642562913977805,1.1528516417792396,1.6185151372928903,not labeled,not labeled,13,58.71821600000001,36.594475
WBGene00022331,fbxa-19,-1.15572541180435,0.5644798097375451,-0.2673708226838061,-0.0138434529807121,-0.4623867794810419,-0.7863501836808355,-0.8956173493461677,-0.8919602963048918,-1.0258160858242895,-1.1557253709925996,not labeled,not labeled,31,-28.11028,42.235825
WBGene00013602,Y87G2A.16,1.2839385994317496,1.89214407840732,0.2872821464622284,0.204820029662276,-0.726138238085487,-0.3178582048921452,-0.5250907840251582,0.2738616429791865,-0.6221152334313187,-0.4341822849895278,BP,response to stress,26,-12.662945,23.676126
WBGene00016783,irg-2,0.9745293927004096,3.301221812372951,0.9927685367162536,0.8399597571732134,-0.2731686223433716,-0.15601597011910062,0.3015878627342232,1.4982510307148897,1.1984944095851606,-1.37706933045492,BP,immune system process,26,-6.8346405,25.669943
WBGene00008436,DH11.2,-0.6201963010390781,-0.621119025783587,-0.937462055977046,-0.8031225464937126,-1.0099360338452197,-0.9274402787935996,-1.00661639732711,-1.1152019247430005,-1.1338472932996204,-0.7919095457690908,not labeled,not labeled,12,-36.298485,47.04844
WBGene00013901,ugt-16,0.9465354337885454,2.031284629957039,2.1019561310032504,2.1889394531457302,2.0836580146519506,2.09188941475,2.03391614801148,1.9548908083544096,2.29475795919665,1.0279886560006195,MF,"transferase activity, transferring glycosyl groups",13,59.350285,37.029675
WBGene00015597,fbxa-162,1.5265458914930594,1.9652346254050208,1.3081223974407497,0.9913870241151129,-0.12553059272195188,-0.9328852504048992,-0.5096739879414303,-0.2630340347043889,-1.2223917955115695,-1.6918768401580395,not labeled,not labeled,26,-15.254829999999998,23.968147
WBGene00003124,mai-1,0.6836468423250679,1.202466338562271,1.1556690675785397,1.3931684435165614,1.0867117210628408,1.1568147920650702,1.1105584614890596,0.991998449662173,1.1430062325662007,0.4666099079683956,BP,cofactor metabolic process,24,52.944035,23.202986
WBGene00008965,mltn-10,-1.44913038449333,-1.2285312604458802,-1.9195809216968105,-1.4872653929126285,-1.32883611983356,-1.2833930874359698,-1.39980261936772,-1.4617301704782208,-1.52643609614913,-0.3346185817634621,not labeled,not labeled,12,-34.967766,53.998466
WBGene00022743,mlt-7,-0.7826430383653359,-0.3650854959558627,-0.796157824256472,-0.5913295788076418,-0.5265378844309012,-0.23056061520265114,-0.2657736498910257,-0.7115595235169332,-0.3521352303469856,0.4450243714527939,BP,response to stress,32,-56.54479,26.555008
WBGene00016004,C18H9.6,0.6885584929892126,1.5949131954337208,0.9171092552163796,0.9120628947045084,0.19595573198507665,0.10347049600373914,-0.021820632148388697,-0.033788124201011634,-0.11256212626975692,-0.2708273382017472,not labeled,not labeled,26,-9.584402,20.711853
WBGene00021491,comt-4,1.746243458765619,2.9556967065692987,3.023083560992081,3.3923173053214914,3.3586865444191307,2.9284466535347207,3.2031505360845203,2.9706161468319396,3.185354976455649,1.7182290864291598,MF,methyltransferase activity,13,59.182716000000006,40.688667
WBGene00017964,F31F7.1,-0.6232398672316588,-0.7003529899458991,-1.3332642268201498,-1.44032483344197,-1.7531123835101798,-1.6431269612431203,-1.7764692515425793,-2.098594896502699,-2.0399390181719106,-1.7533069826624628,BP,immune system process,12,-29.518545,56.57386999999999
WBGene00001480,fmo-5,0.6046377385489485,1.2490846737041499,0.93784651761041,1.1778584443313402,1.1356732324491503,1.3459667345119009,1.4067074710994998,1.4778193937044095,1.9232384424115985,0.2292617568821864,MF,ion binding,33,57.396595,25.496477
WBGene00019444,frpr-11,-0.8086896104463293,0.35603274110060745,-0.6055662188599102,-0.26695313832382084,-0.7181141325736222,-0.7901138513193011,-0.8243542002361632,-0.7417169420424035,-0.9665904310707072,-1.0785953758719886,not labeled,not labeled,31,-32.563,41.293026
WBGene00007368,C06B8.2,0.824114987997465,1.6687634480296103,0.8539062194489997,0.8517985804871682,0.1954973110651288,0.16186657503739174,-0.09032049461629564,0.4083607104960407,-0.07019889168065951,-0.05825920107646354,not labeled,not labeled,26,-9.315658,21.457312
WBGene00009433,F35E12.9,0.7865119648628163,2.2367676205091698,1.0022406761880198,0.9275801752930732,-0.16516777034212815,-0.3591784401980638,-0.4524412323420926,0.20648090563230248,-0.8138721639743647,-0.9720199316027625,BP,immune system process,26,-11.634295,22.791506
WBGene00045507,F10A3.17,0.6018363795551718,1.4096933555998792,0.4468123186434951,0.44182283729975147,0.03781049590326902,-0.009731416360446056,0.014955456642573141,0.008702803660368021,-0.16853137044562685,-0.3562794658897426,not labeled,not labeled,26,-10.701747,18.397043
WBGene00000972,dhs-8,1.2251197288820703,1.99041399897248,2.265421035066721,2.5897317652308995,2.7302620702404816,2.899867066723518,2.94894734278655,2.8947374650565685,2.3559198971447604,1.8857166291750909,MF,oxidoreductase activity,13,59.476486,38.987617
WBGene00022584,ZC266.1,-0.6805465763977391,-0.5925906850621692,-0.6684039007931409,-0.466342874193443,-0.5522873017383372,-0.5063092164460787,-0.60483225547065,-0.7556305442699438,-0.501589095955266,-0.6653840289400996,CC,cell,32,-54.041916,28.352379
WBGene00010796,clip-1,-0.5991124545622819,-0.2898835448298067,-0.6637568327936751,-0.5510938906586276,-0.6487843030237981,-0.4959834180222726,-0.5196229209760368,-0.24054516256241154,-0.4798053482330209,-0.10045677334492442,CC,intracellular,32,-54.70736700000001,25.373896
WBGene00002012,hsp-12.3,0.8264120412020883,1.43002339997612,1.2228842867881209,1.3619961983391295,1.0917100344975204,1.0573779707029107,1.0787272985781602,0.9791916352248524,1.0524060034597706,0.5769060513547952,not labeled,not labeled,24,52.73002,23.315626
WBGene00022252,Y73B6BL.31,0.6620126597999025,1.1137367868187305,1.10026417828227,1.30616420095828,1.2084345193900603,1.18010672348014,1.0287318117725892,1.0896781671898808,1.169087356096469,0.7544967328538696,not labeled,not labeled,24,53.63879,22.734205
WBGene00010251,sta-2,-0.7300161872255471,0.21081624074104435,-0.7264348023447171,-0.4002206840632931,-0.4604226941369341,-0.11703929529422917,-0.3233699658013762,0.1831558431491178,-0.7372056544882479,-1.2948007638910504,BP,immune system process,21,-35.650925,28.528763
WBGene00007439,C08E8.3,1.8519013681918397,3.2790724886287403,3.5097266217919088,4.2349048327290895,3.664815611122069,3.9598603776792007,3.88323900047738,4.4879376138112494,5.17966606985692,1.7404800979047792,not labeled,not labeled,13,59.97029499999999,42.11807
WBGene00001767,gst-19,1.75702328247913,2.2570106009614506,2.097610795700429,2.2387868141325296,2.26903312648262,2.37295205578223,2.0496307713563606,1.4329594847844795,1.9486008586250705,0.6780721127020968,BP,sulfur compound metabolic process,13,58.17478000000001,37.042156
WBGene00004025,phy-2,0.6113540631521364,0.8961973840400272,0.7464782169078994,0.8139983405879825,0.9603407178063764,0.9759406390113554,0.7599752805242446,0.8019547850028133,0.878499062785103,1.3312202135210691,MF,ion binding,29,57.49802,4.97876
WBGene00219907,F19H8.7,1.4547952940610305,1.755516054410121,1.6780719859614202,1.6674247454703597,0.6991337214344391,0.9743135291691764,0.8290140919581788,1.4107881672709404,2.1528515136908606,-1.3649961094806498,not labeled,not labeled,13,51.029232,27.530277
WBGene00019233,ugt-14,1.2642126885185618,2.03838113434972,2.472232916774651,2.77051813911174,2.2223924528671795,2.4387103432405097,2.8647930471057705,1.98578618928628,1.82742060785543,1.2163180524464696,MF,"transferase activity, transferring glycosyl groups",13,58.84591700000001,38.106876
WBGene00019652,K11G9.1,1.0923319745008406,1.3994069270086893,0.6550887168578772,0.7810583530058963,0.5170585957353584,0.4518744112506958,0.6014507371128629,0.3119441885756995,0.008267839972395663,0.1569695549160386,not labeled,not labeled,24,37.67506,21.147823
WBGene00004925,snt-5,-0.6108410529851422,-0.17474193629643064,-0.4377763482862509,-0.3237101477905613,-0.2746222776709857,-0.3015892419730788,-0.3068675108830172,-0.15319086190942688,-0.243925477218915,-0.24392542413621765,not labeled,not labeled,32,-55.04527,17.052801000000002
